"","Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"10082","Berg Riesling 2018","France","Alsace","Domaine Pfister",4.2,25,15.9,"2018","White"
"10083","Grechetto 2018","Italy","Umbria","SIGNÆ",3.6,25,8.9,"2018","White"
"10084","Riesling 'Le Gallais' Wiltinger Braune Kupp Kabinett 2018","Germany","Wiltingen","Egon Müller - Scharzhof",4.3,25,38.94,"2018","White"
"10085","Unterebner Pinot Grigio 2018","Italy","Südtirol - Alto Adige","Tramin",3.7,25,20.37,"2018","White"
"10086","The Guv'nor Blanco 2019","Spain","Castilla","Félix Solís",3.7,25,6.89,"2019","White"
"10087","Oestricher Muschelkalk Riesling Trocken 2018","Germany","Rheingau","Spreitzer",3.8,25,10.4,"2018","White"
"10088","Mâcon-Prissé 2014","France","Mâcon-Prissé","Les Héritiers du Comte Lafon",3.7,25,25.92,"2014","White"
"10089","Kallstadter Steinacker Riesling 2015","Germany","Pfalz","Rings",4,25,19,"2015","White"
"10090","Kerner Carned 2018","Italy","Südtirol - Alto Adige","Cantina Kaltern",3.7,25,16.17,"2018","White"
"10091","Fehérburgundi 2017","Hungary","Sopron","Weninger",3.9,25,11.02,"2017","White"
"10092","Grauburgunder - Weissburgunder 2019","Germany","Pfalz","Weingut A. Diehl",3.4,25,7.05,"2019","White"
"10093","Weisser Burgunder Trocken 2013","Germany","Rheinhessen","Wittmann",3.9,25,10.63,"2013","White"
"10094","Ruppertsberg Riesling 2017","Germany","Pfalz","A. Christmann",3.7,25,19.87,"2017","White"
"10095","Weissburgunder Trocken 2017","Germany","Ahr","Burggarten",3.9,25,10.72,"2017","White"
"10096","Deep Blue 2018","Germany","Nahe","Martin Tesch",3.5,25,10.9,"2018","White"
"10097","Gewürztraminer - Riesling Trocken 2017","Germany","Pfalz","Knipser",3.9,25,10.9,"2017","White"
"10098","Veneto Bianco 2017","Italy","Veneto","Cantina di Soave",2.7,25,5.42,"2017","White"
"10099","Kalk & Stein 2017","Germany","Pfalz","Rings",4.1,25,16.7,"2017","White"
"10100","Schlossberg 2017","Germany","Rheingau","Schloss Vollrads",3.9,25,27.78,"2017","White"
"10101","Schick und Schön 2018","Germany","German Wine","Tina Pfaffmann",3.7,25,10.9,"2018","White"
"10102","R Chardonnay Nature 2018","Germany","Pfalz","Weingut Seckinger",3.7,25,15.4,"2018","White"
"10103","Johannisberg Riesling Alte Reben Trocken 2018","Germany","Rheingau","Trenz",3.8,25,11.9,"2018","White"
"10104","Live Wire Riesling 2019","Australia","Barossa","Langmeil",3.5,25,11.95,"2019","White"
"10105","Alejairén Airen 2017","Spain","La Mancha","El Vínculo",3.6,25,18.42,"2017","White"
"10106","Pinot Gris 2016","Luxembourg","Luxembourg","Château de Schengen",4.1,25,21.44,"2016","White"
"10107","Muscadet Sèvre-et-Maine Sur Lie 2017","France","Muscadet-Sevre et Maine","Marc Brédif",3.9,25,14.38,"2017","White"
"10108","W Riesling 2016","Germany","Mosel","Markus Molitor",3.4,25,31.68,"2016","White"
"10109","Ried Schafflerberg Grüner Veltliner 2018","Austria","Wagram","Leth",3.9,25,12.07,"2018","White"
"10110","Westhofener Weisser Burgunder - Chardonnay Trocken 2017","Germany","Rheinhessen","Wittmann",4.1,25,18.53,"2017","White"
"10111","Schiefer Riesling Trocken 2018","Germany","Mosel","Villa Huesgen",3.6,25,14.11,"2018","White"
"10112","Castel Firmian Pinot Grigio Riserva 2018","Italy","Teroldego Rotaliano","Mezzacorona",4,25,9.37,"2018","White"
"10113","Grauer Burgunder Trocken 2016","Germany","Baden","Bernhard Huber",3.8,25,17.79,"2016","White"
"10114","Chenin Blanc 2018","South Africa","Robertson","Klippenkop",3.6,25,6.54,"2018","White"
"10115","Côte de Rouffach Pinot Gris 2017","France","Alsace","René Muré",4.1,25,15.5,"2017","White"
"10116","Chardonnay Kalkstein Trocken 2018","Germany","Rheinhessen","Manz",3.9,25,11.5,"2018","White"
"10117","La Trucha Albariño 2019","Spain","Rías Baixas","Finca Garabelos",4.3,25,14.7,"2019","White"
"10118","Schlossberg Achkarren Grauburgunder GG 2016","Germany","Baden","Dr. Heger",4,25,28,"2016","White"
"10119","Frühtau Riesling Trocken 2018","Germany","Nahe","Emrich-Schönleber",3.9,26,17.5,"2018","White"
"10120","Pouilly-Vinzelles En Paradis 2018","France","Pouilly-Vinzelles","Louis Latour",3.8,26,15.98,"2018","White"
"10121","Sauvignon Blanc 2019","Germany","Pfalz","Ellermann-Spiegel",4.1,26,7.36,"2019","White"
"10122","Weissburgunder Trocken 2018","Germany","Nahe","Emrich-Schönleber",3.8,26,15.5,"2018","White"
"10123","Pinot Grigio 2019","Italy","Terre Siciliane","Epicuro",3.5,26,5.5,"2019","White"
"10124","Sauvignon Blanc Reserva 2018","Chile","Maipo Valley","Escudo Rojo",3.5,26,7.36,"2018","White"
"10125","Villa Blanche Sauvignon Blanc 2018","France","Pays d'Oc","Calmel & Joseph",3.4,26,7.4,"2018","White"
"10126","Greco di Tufo 2018","Italy","Campania","Pietracupa",4,26,23.65,"2018","White"
"10127","Spring Fever Chardonnay 2018","Australia","Eden Valley","Langmeil",3.6,26,11.95,"2018","White"
"10128","Collemare Marche Bianco 2016","Italy","Marche","Roberto Lucarelli",3.9,26,10.95,"2016","White"
"10129","Lotterbrunnen Gewürztraminer 2016","Italy","Südtirol - Alto Adige","Castel Sallegg",4.1,26,11.5,"2016","White"
"10130","Jalè (Tenuta Ficuzza) 2018","Italy","Sicilia","Cusumano",4.1,26,15.5,"2018","White"
"10131","Meursault Blanc 2017","France","Meursault","Bouchard Père & Fils",3.8,26,38.7,"2017","White"
"10132","Sauvignon Blanc 2018","Hungary","Tolna","Tűzkő",3.5,26,7.66,"2018","White"
"10133","Monte Carbonare 2018","Italy","Soave Classico","Suavia",4.1,26,12.3,"2018","White"
"10134","Chablis 1er Cru 'Vaillons' 2018","France","Chablis 1er Cru 'Vaillons'","Domaine Servin",3.8,26,22.5,"2018","White"
"10135","Der Ott 2018","Austria","Wagram","Bernhard Ott",3.8,26,20.9,"2018","White"
"10136","Vale do Homem Alvarinho 2018","Portugal","Minho","Quintas do Homem",3.7,26,8.38,"2018","White"
"10137","Grauer Burgunder 2017","Austria","Südsteiermark","Weingut Erich & Walter Polz",3.7,26,22.3,"2017","White"
"10138","Riesling Trocken 2018","Germany","Rheinhessen","Hofmann",3.7,26,7.95,"2018","White"
"10139","Grüner Veltliner Lamm Reserve 2017","Austria","Kamptal","Weingut Bründlmayer",4.1,26,43.99,"2017","White"
"10140","Vulkanfelsen Grauer Burgunder Spätlese Trocken 2014","Germany","Baden","Burkheimer",3.8,26,15.9,"2014","White"
"10141","Vernaccia di San Gimignano 2019","Italy","Vernaccia di San Gimignano","Fattoria San Donato",3.4,26,11.21,"2019","White"
"10142","Sauvignon Blanc Quarzit 2019","Germany","Pfalz","Weingut Pflüger",3.9,26,8,"2019","White"
"10143","Royal Riesling Kabinett Trocken 2018","Germany","Johannisberg","Prinz von Hessen",4,26,12.5,"2018","White"
"10144","Grauburgunder Trocken 2019","Germany","Rheinhessen","Hofmann",3.8,26,7.95,"2019","White"
"10145","Doria 2017","France","Luberon","Marrenon",3.5,26,11.99,"2017","White"
"10146","Chardonnay 2019","France","Vin de France","Château Pesquie",3.6,26,8.1,"2019","White"
"10147","Châteauneuf-du-Pape Prestige 2012","France","Châteauneuf-du-Pape","Domaine de la Janasse",4.1,26,69.95,"2012","White"
"10148","Chenin Blanc 2019","South Africa","Western Cape","Long Beach",3.7,26,5.79,"2019","White"
"10149","Sancerre Blanc 2019","France","Sancerre","Pascal Jolivet",4.1,26,24.24,"2019","White"
"10150","Ritme Blanc 2017","Spain","Priorat","Acustic Celler",4,26,16.99,"2017","White"
"10151","Iphöfer Julius-Echter-Berg Riesling 2018","Germany","Franken","Hans Wirsching",3.8,26,14.74,"2018","White"
"10152","Arcane 2018","France","Saumur","Château de Fosse-Sèche",4,26,27.2,"2018","White"
"10153","Blanco 2018","Spain","Rioja","Eguren Ugarte",3.4,26,4.5,"2018","White"
"10154","Wildcard Chardonnay (Unoaked) 2018","Australia","South Australia","Peter Lehmann",3.1,26,6.69,"2018","White"
"10155","Chenin 2018","South Africa","Western Cape","Luddite",4,26,32.9,"2018","White"
"10156","Vieilles Vignes Côtes Catalanes Blanc 2015","France","Côtes Catalanes","Gauby",4,26,29.15,"2015","White"
"10157","Evoè Bianco 2013","Italy","Toscana","Panizzi",3.8,26,24.24,"2013","White"
"10158","Grüner Veltliner Ried Loibenberg 2017","Austria","Wachau","Pichler-Krutzler",3.8,26,32.87,"2017","White"
"10159","Bandol Blanc 2016","France","Bandol","Domaine de la Tour du Bon",3.8,26,18.84,"2016","White"
"10160","Souvignier Gris 2017","Italy","Mitterberg","Thomas Niedermayr",3.8,26,16.9,"2017","White"
"10161","Weissburgunder 2018","Italy","Südtirol - Alto Adige","Colterenzio (Schreckbichl)",3.7,26,9.21,"2018","White"
"10162","Benedictus Lugana 2018","Italy","Lugana","Le Morette",3.7,26,9.8,"2018","White"
"10163","Trebbiano d'Abruzzo 2016","Italy","Trebbiano d'Abruzzo","Villamedoro",3.1,26,4.7,"2016","White"
"10164","Arneis Langhe 2018","Italy","Langhe","Ascheri",3.6,26,9.9,"2018","White"
"10165","Trebbiano d'Abruzzo 2018","Italy","Trebbiano d'Abruzzo","Caldora",2.9,26,4.75,"2018","White"
"10166","Pessac-Léognan Blanc 2015","France","Pessac-Léognan","Château Gazin Rocquencourt",4,26,34.15,"2015","White"
"10167","Pratum 2015","Italy","Südtirol - Alto Adige","Castel Sallegg",4,26,26.29,"2015","White"
"10168","Ölberg Riesling 2017","Germany","Rheinhessen","Kühling-Gillot",4.2,26,35.65,"2017","White"
"10169","Alt Scheidt Riesling Feinherb 2017","Germany","Mosel","Peter Lauer",3.8,26,11.95,"2017","White"
"10170","Steren Weiß- & Grauburgunder Trocken 2018","Germany","Franken","Bürgerspital",3.2,26,9.39,"2018","White"
"10171","Neuburger Freyheit 2017","Austria","Bergland","Heinrich",3.7,26,18.98,"2017","White"
"10172","Sauvignon Blanc 2018","New Zealand","Marlborough","Main Divide",3.8,26,16.95,"2018","White"
"10173","Sauvignon Blanc 2019","South Africa","Cape Point","Cape Point Vineyards",3.5,26,13.25,"2019","White"
"10174","Mandorlo White Blend 2018","Italy","Toscana","Montellori",3.7,26,9.37,"2018","White"
"10175","Ruppertsberger Riesling 2017","Germany","Pfalz","Fußer",3.7,26,10.6,"2017","White"
"10176","Schieferblume Riesling Trocken 2018","Germany","Mosel","Rita & Rudolf Trossen",3.8,26,13.4,"2018","White"
"10177","Embruns de Viognier 2019","France","Pays d'Oc","Michel Gassier",3.5,26,9.68,"2019","White"
"10178","M Grüner Veltliner Smaragd 2017","Austria","Wachau","F.X. Pichler",4.3,26,72.5,"2017","White"
"10179","L'Aubinière Muscadet Sèvre et Maine Sur Lie 2018","France","Muscadet-Sevre et Maine","Terroirs de la Noëlle",3.4,27,6.5,"2018","White"
"10180","Chardonnay Felsenstein 2018","Austria","Burgenland","Birgit Braunstein",3.8,27,11.95,"2018","White"
"10181","Christoffel Hazenwinkel The White Blend 2018","South Africa","Western Cape","Hazendal",3.4,27,14.5,"2018","White"
"10182","Appenheimer Riesling Kalkstein 2018","Germany","Rheinhessen","Knewitz",3.6,27,14.5,"2018","White"
"10183","Rotschiefer Riesling 2014","Germany","Mosel","Sorentberg",3.8,27,14.7,"2014","White"
"10184","Bordeaux Blanc Sec 2016","France","Bordeaux Sec","Château Lafaurie-Peyraguey",3.9,27,67.75,"2016","White"
"10185","Hattenheimer Schützenhaus Riesling Kabinett 2018","Germany","Rheingau","Balthasar Ress",3.8,27,13.9,"2018","White"
"10186","Hipping Riesling 2016","Germany","Rheinhessen","Schätzel",3.6,27,60.96,"2016","White"
"10187","Obvius Bianco 2017","Italy","Toscana","Salcheto",3.5,27,13.9,"2017","White"
"10188","Manzoni Bianco Fontanasanta 2019","Italy","Vigneti delle Dolomiti","Foradori",3.6,27,18.06,"2019","White"
"10189","Riesling Charta 2017","Germany","Rheingau","Barth",3.8,27,13.68,"2017","White"
"10190","Barrique Sauvignon Blanc 2015","New Zealand","Marlborough","Saint Clair",4,27,18.95,"2015","White"
"10191","Altos R Blanco 2018","Spain","Rioja","Altos de Rioja",3.6,27,6.95,"2018","White"
"10192","Schiefersteil Riesling 2018","Germany","Mosel","Markus Molitor",4,27,12.5,"2018","White"
"10193","Markus Pfaffmann Sauvignon Blanc Trocken 2019","Germany","Pfalz","Karl Pfaffmann",4.1,27,7.5,"2019","White"
"10194","Bürklin Estate Riesling 2018","Germany","Pfalz","Dr. Bürklin-Wolf",3.7,27,12.5,"2018","White"
"10195","Chardonnay 2017","United States","Monterey","Craftwork",3.7,27,14.99,"2017","White"
"10196","Ritterpfad Riesling Kabinett 2015","Germany","Mosel","Van Volxem",4,27,17.95,"2015","White"
"10197","Pinot Bianco - Pinot Nero 2017","Italy","Veneto","Biscardo",3.6,27,7.2,"2017","White"
"10198","Escherndorfer Lump Riesling S. 2018","Germany","Franken","Horst Sauer",3.9,27,18,"2018","White"
"10199","Catarratto - Zibibbo 2019","Italy","Terre Siciliane","Vaccaro",4,27,7.31,"2019","White"
"10200","Bentrock Chardonnay 2013","United States","Sta. Rita Hills","Sandhi",4.1,27,89,"2013","White"
"10201","Le Naturel Blanco 2019","Spain","Navarra","Aroa",3.9,27,12.95,"2019","White"
"10202","Bourgogne Blanc Retour des Flandres 2016","France","Bourgogne","Régnard",3.6,27,20.65,"2016","White"
"10203","Sauvignon Blanc 2019","France","Pays d'Oc","Paul Mas",3.7,27,5.5,"2019","White"
"10204","Freundstück GG 2017","Germany","Pfalz","Georg Mosbacher",4.1,27,28.24,"2017","White"
"10205","Riesling 2019","Germany","Pfalz","Schneider",3.6,27,10.3,"2019","White"
"10206","The Vine in Flames Fetească Regală Dry 2018","Romania","Dealu Mare","Budureasca",3.5,27,9.9,"2018","White"
"10207","Graacher Himmelreich Riesling Auslese 2016","Germany","Graach","Joh. Jos. Prüm",4.1,27,32.65,"2016","White"
"10208","Pinot Grigio 2019","Italy","Venezia Giulia","Jermann",3.8,27,16.85,"2019","White"
"10209","Höllberg Riesling GG 2017","Germany","Rheinhessen","Wagner-Stempel",4,27,37.56,"2017","White"
"10210","Riesling 2017","Germany","Mosel","Heymann-Löwenstein",3.5,27,37,"2017","White"
"10211","Kirchberg 2017","Germany","Mosel","Heymann-Löwenstein",3.8,27,24,"2017","White"
"10212","Geheimrat J Riesling Spätlese Trocken 2015","Germany","Rheingau","Weingüter Wegeler",4.1,27,24.9,"2015","White"
"10213","Merus Sauvignon Blanc 2019","Italy","Trentino","Tiefenbrunner",4.1,27,9.99,"2019","White"
"10214","Forster Ungeheuer Riesling 2018","Germany","Pfalz","Von Winning",4.3,27,35,"2018","White"
"10215","Bourgogne Hautes Côtes de Beaune Blanc 2007","France","Bourgogne Hautes-Côtes de Beaune","Jayer Gilles",3.4,27,25,"2007","White"
"10216","Sommer Riesling Trocken 2019","Germany","Rheingau","Schloss Vollrads",3.8,27,7.9,"2019","White"
"10217","Lagar de Darei Branco 2017","Portugal","Dão","Darei",3.7,27,8.77,"2017","White"
"10218","Chenin Blanc 2018","South Africa","Stellenbosch","Rainbow's End",3.6,27,8.9,"2018","White"
"10219","Lugana Blanc 2019","Italy","Lugana","Ca' Lojera",3.9,27,10.57,"2019","White"
"10220","Bèru 2015","Italy","Vermentino di Gallura","Siddura",3.9,27,34.9,"2015","White"
"10221","Cà del Lago Lugana 2019","Italy","Lugana","Villabella",4,27,9.83,"2019","White"
"10222","Weissburgunder Trocken 2019","Germany","Pfalz","Weingut Metzger",3.8,27,8.5,"2019","White"
"10223","Hard 2017","Germany","Baden","Ziereisen",4.3,27,26.5,"2017","White"
"10224","Gewürztraminer 2019","Italy","Südtirol - Alto Adige","Tramin",3.8,27,9.73,"2019","White"
"10225","RS Grauburgunder 2017","Germany","Baden","Salwey",3.9,27,15.5,"2017","White"
"10226","Lugana 2019","Italy","Lugana","Roveglia",4.1,27,11.9,"2019","White"
"10227","Würzburger Stein Silvaner GG 2016","Germany","Franken","Juliusspital",4,27,29.9,"2016","White"
"10228","Grüner Silvaner Trocken 2018","Germany","Rheinhessen","Knewitz",3.6,27,8.07,"2018","White"
"10229","Chardonnay 2018","Austria","Mittelburgenland","Gesellmann",3.5,27,15.9,"2018","White"
"10230","Blanco 2019","Portugal","Vinho Verde","Escudo Real",3.4,27,5.71,"2019","White"
"10231","Garganega - Chardonnay delle Venezie Cuvée 2018","Italy","delle Venezie","Cielo e Terra",3.4,27,4.38,"2018","White"
"10232","7 Terroirs 2019","Germany","Nahe","Gut Hermannsberg",3.8,27,11.6,"2019","White"
"10233","Bianco Passivento 2019","Italy","Terre Siciliane","Barone Montalto",3.9,27,8.32,"2019","White"
"10234","Weissburgunder Trocken 2017","Germany","Saale-Unstrut","Winzervereinigung Freyburg-Unstrut",3.4,27,9.72,"2017","White"
"10235","Faius 2016","Italy","Irpinia","I Capitani",3.9,27,15.69,"2016","White"
"10236","Paradies Riesling 2018","Germany","Nahe","Korrell",4.1,27,22.7,"2018","White"
"10237","Bernkasteler Badstube Riesling Kabinett Feinherb 2015","Germany","Mosel","Markus Molitor",3.9,27,16.95,"2015","White"
"10238","Reserva Chardonnay 2016","Portugal","Lisboa","Quinta do Lagar Novo",3.8,28,13.65,"2016","White"
"10239","Collage Grauer Burgunder 2018","Germany","Pfalz","Hammel & Cie",3.9,28,9.46,"2018","White"
"10240","Franciscus Grüner Veltliner 2016","Austria","Kremstal","Salomon Undhof",3.2,28,10.23,"2016","White"
"10241","Ungeheuer Riesling GG 2018","Germany","Pfalz","Dr. Von Bassermann-Jordan",4.2,28,34.12,"2018","White"
"10242","Riesling Federspiel Himmelstiege 2019","Austria","Wachau","Domäne Wachau",3.4,28,9.85,"2019","White"
"10243","Kastanienbusch GG 2018","Germany","Pfalz","Ökonomierat Rebholz",4.2,28,66.31,"2018","White"
"10244","Limne 2019","Italy","Lugana","Roveglia",3.7,28,9.11,"2019","White"
"10245","Riesling 2017","France","Alsace","Albert Boxler",3.9,28,27.78,"2017","White"
"10246","Grüner Veltliner 2019","Austria","Kamptal","Loimer",3.9,28,9.44,"2019","White"
"10247","Chardonnay 2018","France","Pays d'Oc","Abbotts & Delaunay",3.7,28,6.73,"2018","White"
"10248","Verdicchio Dei Castelli Di Jesi Classico Le Vele 2019","Italy","Verdicchio dei Castelli di Jesi","Moncaro",3.7,28,6.32,"2019","White"
"10249","Chinon Blanc 2017","France","Chinon","Château de Saint Louans",4.2,28,27.29,"2017","White"
"10250","Rotenberg GG 2016","Germany","Nahe","Gut Hermannsberg",4,28,29.5,"2016","White"
"10251","Chardonnay 2017","United States","California","American Wings",3.2,28,6.73,"2017","White"
"10252","Diel de Diel Weisses Cuvée Trocken 2017","Germany","Nahe","Diel",3.6,28,11.95,"2017","White"
"10253","Vermentino (Etichetta Nera/Black Label) 2019","Italy","Colli di Luni","Lvnae",4,28,19.45,"2019","White"
"10254","Riesling Alsace Grand Cru 'Geisberg' 2012","France","Alsace Grand Cru 'Geisberg'","Trimbach",4.4,28,53.35,"2012","White"
"10255","Sankt Nikolaus Riesling Trocken 2017","Germany","Rheingau","Peter Jakob Kühn",4.3,28,42.89,"2017","White"
"10256","Nachts Sind Alle Burgunder Grau 2019","Germany","Pfalz","Karl Pfaffmann",4.2,28,7.9,"2019","White"
"10257","Sauvignon Blanc 2018","South Africa","Stellenbosch","Drostdy-Hof",3,28,7.79,"2018","White"
"10258","Chardonnay 2019","South Africa","Durbanville","Durbanville Hills",3.5,28,7.99,"2019","White"
"10259","Neuland Grüner Veltliner 2019","Austria","Weinviertel","Herbert Zillinger",3.7,28,8.24,"2019","White"
"10260","Grauburgunder 2019","Germany","Rheinhessen","Krämer - Straight",3.9,28,7.73,"2019","White"
"10261","Sauvignon Stern 2018","Italy","Südtirol - Alto Adige","Cantina Kaltern",3.9,28,12.18,"2018","White"
"10262","Les Chays Condrieu 2015","France","Condrieu","Chirat",4,28,41.43,"2015","White"
"10263","Weissburgunder Trocken 2018","Germany","Pfalz","Studier",3.8,28,7.64,"2018","White"
"10264","Saumur Blanc 2018","France","Saumur","Langlois-Chateau",3.7,28,11.16,"2018","White"
"10265","Cellar Selection Chenin Blanc 2019","South Africa","Stellenbosch","Kleine Zalze",3.8,28,7.5,"2019","White"
"10266","Pinot Grigio 2019","Italy","Garda","La Prendina",3.7,28,10.96,"2019","White"
"10267","Hipping Riesling 2015","Germany","Rheinhessen","Kühling-Gillot",4.3,28,45,"2015","White"
"10268","Grauburgunder Trocken 2018","Germany","Nahe","Dönnhoff",3.6,28,12.57,"2018","White"
"10269","Sciare di Est Insolia 2017","Italy","Terre Siciliane","Antichi Vinai",3.6,28,7.42,"2017","White"
"10270","Bourgogne Aligoté 2018","France","Bourgogne Aligoté","Louis Jadot",3.5,28,12.6,"2018","White"
"10271","Le Chardonnay Limoux Blanc 2014","France","Limoux","Domaine de Baron'arques",3.8,28,37.82,"2014","White"
"10272","Vernaccia di San Gimignano 2018","Italy","Vernaccia di San Gimignano","Palagetto",3.5,28,8.5,"2018","White"
"10273","Aulerde Riesling GG 2018","Germany","Rheinhessen","Wittmann",4.1,28,36,"2018","White"
"10274","Maximin Herrenberg 1896 Riesling Alte Reben 2014","Germany","Mosel","Carl Loewen",3.9,28,47.99,"2014","White"
"10275","Berger Baron Bordeaux Blanc 2017","France","Bordeaux","Baron Philippe de Rothschild",3.1,28,8.72,"2017","White"
"10276","Trittenheimer Apotheke Riesling Trocken 2018","Germany","Mosel","Ansgar Clüsserath",4,28,25.83,"2018","White"
"10277","Pian di Rèmole Bianco 2018","Italy","Toscana","Frescobaldi",3.6,28,6.95,"2018","White"
"10278","Bouquet Terre Siciliane 2018","Italy","Terre Siciliane","Tenuta Rapitalà",3.6,28,10.57,"2018","White"
"10279","Chardonnay 2018","United States","North Coast","Ghost Pines",3.8,28,13.47,"2018","White"
"10280","Cococciola (Unico) 2019","Italy","Terre di Chieti","Tenuta Ulisse",3.8,28,8.9,"2019","White"
"10281","Ried Loibenberg Riesling Smaragd 2018","Austria","Wachau","F.X. Pichler",4.3,28,40.19,"2018","White"
"10282","Riesling Feinherb 2018","Germany","Rheingau","Schloss Vollrads",3.5,28,9.5,"2018","White"
"10283","Meursault-Genevrières Premier Cru 2013","France","Meursault 1er Cru 'Genevrières'","Domaine Jean Monnier & Fils",4,28,95.36,"2013","White"
