"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"Geheimrat J Riesling Klassische Flaschengärung Sekt Brut 2011","Germany","Rheingau","Weingüter Wegeler",3.9,93,28.38,"2011","Sparkling"
"Moncalvina Moscato d'Asti 'Canelli' 2018","Italy","Moscato d'Asti","Coppo",4.2,94,11.9,"2018","Sparkling"
"Echter Secco N.V.","Germany","Franken","Juliusspital",4,95,9.62,"N.V.","Sparkling"
"Brut Rosé Champagne N.V.","France","Champagne","Gallimard Père & Fils",4,95,28.95,"N.V.","Sparkling"
"Franciacorta Satèn Brut 2015","Italy","Franciacorta","Ricci Curbastro",3.9,95,24.37,"2015","Sparkling"
"Solighello Frizzante N.V.","Italy","Veneto","Soligo",3.5,95,6.55,"N.V.","Sparkling"
"Blanc de Noirs Brut 2015","Germany","Baden","Griesel & Compagnie",3.8,95,32,"2015","Sparkling"
"Reiterer-Reiterer Rosé Brut N.V.","Italy","Trentino-Alto Adige","Arunda",3.8,96,22.9,"N.V.","Sparkling"
"Conde de Haro Brut 2016","Spain","Cava","Muga",3.8,96,16.47,"2016","Sparkling"
"Blanc de Trilogia 2018","Spain","Valencia","Los Frailes",4,96,9.45,"2018","Sparkling"
"Réserve Brut Champagne N.V.","France","Champagne","Morize Père & Fils",3.8,97,30.3,"N.V.","Sparkling"
"Muskateller Brut M N.V.","Austria","Südsteiermark","Weingut Erich & Walter Polz",4.1,98,19.8,"N.V.","Sparkling"
"Cascinetta Moscato d'Asti 2019","Italy","Moscato d'Asti","Vietti",4.2,98,13.5,"2019","Sparkling"
"Crémant de Limoux Brut N.V.","France","Crémant de Limoux","La Louvière",3.9,98,18.79,"N.V.","Sparkling"
"Amabile N.V.","Italy","Lambrusco Grasparossa di Castelvetro","Corte Manzini",3.9,99,10.6,"N.V.","Sparkling"
"Esprit Brut Champagne N.V.","France","Champagne","Baron-Fuenté",3.7,99,35.89,"N.V.","Sparkling"
"Trauben Secco N.V.","Germany","Rheinhessen","Raumland",3.7,99,8.5,"N.V.","Sparkling"
"Brut Rosé d'Assemblage Champagne N.V.","France","Champagne","Gremillet",3.9,100,31.5,"N.V.","Sparkling"
"Esprit Blanc de Blancs Champagne N.V.","France","Champagne","Baron-Fuenté",3.8,101,35.89,"N.V.","Sparkling"
"Perlae Naonis Millesimato Prosecco 2018","Italy","Prosecco","San Simone",3.9,101,13.21,"2018","Sparkling"
"Extra Brut Champagne N.V.","France","Champagne","Irroy",3.7,101,30.75,"N.V.","Sparkling"
"Radegonda Rosé Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","San Venanzio Fortunato",3.8,102,15,"N.V.","Sparkling"
"Garda Brut N.V.","Italy","Garda","Valdo",3.7,102,7.51,"N.V.","Sparkling"
"Chardonnay Brut N.V.","Germany","Pfalz","Menger-Krug",3.8,103,18.29,"N.V.","Sparkling"
"Prosecco Frizzante N.V.","Italy","Prosecco","Ca' di Alte",3.3,104,6.97,"N.V.","Sparkling"
"Cava La Cuvee Gran Reserva 2015","Spain","Cava","Gramona",3.9,104,17.85,"2015","Sparkling"
"Brut Almerita Regaleali 2015","Italy","Contea di Sclafani","Tasca d'Almerita",3.9,105,24.2,"2015","Sparkling"
"Cava Brut Stars Touch Of Rosé 2017","Spain","Cava","Castillo Perelada",3.8,105,12.99,"2017","Sparkling"
"Vouvray Brut Extrème Réserve Privée N.V.","France","Vouvray","Marc Brédif",3.9,105,19.9,"N.V.","Sparkling"
"Millesimato Extra Dry Prosecco 2018","Italy","Prosecco","Paladin",4.1,105,10.43,"2018","Sparkling"
"Arte Tradicional Brut Espumante Rosé 2017","Brazil","Vale dos Vinhedos","Casa Valduga",3.7,105,11.95,"2017","Sparkling"
"Lambrusco dell’Emilia Dolce N.V.","Italy","Emilia","Gualtieri",3.8,106,3.15,"N.V.","Sparkling"
"Authentique Blanc de Blancs Brut Champagne N.V.","France","Champagne","Le Brun de Neuville",3.9,106,39.95,"N.V.","Sparkling"
"Rosé Brut Champagne (Extra Cuvée de Réserve) 2012","France","Champagne","Pol Roger",4.3,107,66.29,"2012","Sparkling"
"Lambrusco Salamino di Santa Croce Semisecco N.V.","Italy","Lambrusco Salamino di Santa Croce","Cavicchioli",3.6,107,7.4,"N.V.","Sparkling"
"La Caliera Moscato d'Asti 2019","Italy","Moscato d'Asti","Borgo Maragliano",4.2,108,9.5,"2019","Sparkling"
"Honor Venezia Millesimato Rosè N.V.","Italy","Venezia","Astoria",3.9,108,8.9,"N.V.","Sparkling"
"Blanc de Noirs Brut Pinot Meunier Champagne N.V.","France","Champagne","Henriet-Bazin",4,110,34.95,"N.V.","Sparkling"
"Rosé Champagne N.V.","France","Champagne","Louis Casters",3.8,110,22.95,"N.V.","Sparkling"
"Blanc de Blancs Brut Champagne Premier Cru 2013","France","Champagne Premier Cru","Mandois",4,110,30.17,"2013","Sparkling"
"Riesling Brut N.V.","Germany","Rheingau","Barth",3.7,110,15.66,"N.V.","Sparkling"
"Graphic Ice Rosé Champagne N.V.","France","Champagne","Nicolas Feuillatte",3.8,111,35,"N.V.","Sparkling"
"Millésime Brut Collection Mémoire Champagne Grand Cru 'Aÿ' 2010","France","Champagne Grand Cru 'Aÿ'","Lallier",4.3,112,65.69,"2010","Sparkling"
"D Millésimé Champagne 2008","France","Champagne","Veuve A. Devaux",4,112,57.51,"2008","Sparkling"
"Il Ugo! N.V.","Italy","Veneto","Mionetto",3.5,113,7.09,"N.V.","Sparkling"
"R.012 D Extra Dosage Aÿ Champagne N.V.","France","Champagne","Lallier",3.9,113,41.05,"N.V.","Sparkling"
"Le Fronde Moscato d'Asti 2018","Italy","Moscato d'Asti","Fontanafredda",4.3,113,10.42,"2018","Sparkling"
"Cuvée Oenophile Non Dose Extra Brut Champagne Premier Cru 2012","France","Champagne Premier Cru","Pierre Gimonnet & Fils",4.1,114,42,"2012","Sparkling"
"Etienne Crémant de Loire Brut N.V.","France","Crémant de Loire","Bouvet-Ladubay",3.6,114,10.2,"N.V.","Sparkling"
"Codarossa Colli de Scandiano e Canosa N.V.","Italy","Colli de Scandiano e Canosa","Albinea Canali",3.6,114,5.99,"N.V.","Sparkling"
"Flying Pig Weiss N.V.","Germany","Pfalz","Weingut Metzger",3.6,114,7.5,"N.V.","Sparkling"
"Esprit de Schengen N.V.","Luxembourg","Crémant de Luxembourg","Domaine Henri Ruppert",3.7,114,13.9,"N.V.","Sparkling"
"Vendemmia Rosé 2014","Italy","Franciacorta","Bellavista",4.1,115,39.9,"2014","Sparkling"
"Prosecco Millesimato 2018","Italy","Prosecco","Biscardo",3.8,116,9.5,"2018","Sparkling"
"Cava Reyes de Aragón Gran Reserva Brut Nature N.V.","Spain","Cava","Bodegas Langa",3.7,116,14.99,"N.V.","Sparkling"
"Crémant de Bourgogne Brut Rosé N.V.","France","Bourgogne","Paul Delane",3.6,117,13.45,"N.V.","Sparkling"
"Sir Winston Churchill Brut Champagne 2009","France","Champagne","Pol Roger",4.6,117,184.24,"2009","Sparkling"
"Perlé Bianco Riserva 2010","Italy","Trento","Ferrari",4.1,118,52.61,"2010","Sparkling"
"R.012 N Brut Nature Aÿ Champagne N.V.","France","Champagne","Lallier",4,119,41.05,"N.V.","Sparkling"
"Prosecco Frizzante N.V.","Italy","Prosecco","Fili",3.8,119,8.2,"N.V.","Sparkling"
"Brut Rosé 2014","Italy","Lambrusco di Sorbara","Cantina della Volta",3.9,119,28.7,"2014","Sparkling"
"Rosé 2015","United Kingdom","Kent","Gusbourne",3.9,119,62.29,"2015","Sparkling"
"D. D. R. 2009","Italy","Modena","Cantina della Volta",4.2,120,35.37,"2009","Sparkling"
"Tresor Brut 2012","France","Saumur","Bouvet-Ladubay",3.8,122,35.5,"2012","Sparkling"
"002 Sparkling N.V.","France","Côtes de Gascogne","Uby",3.6,122,8.5,"N.V.","Sparkling"
"Langenlois Blanc de Blancs Brut Nature 2013","Austria","Niederösterreich","Loimer",4,122,34.9,"2013","Sparkling"
"Brut Vintage Champagne (Cuvée Royale) 2004","France","Champagne","Joseph Perrier",3.9,122,60.08,"2004","Sparkling"
"I Filari Franciacorta Brut N.V.","Italy","Franciacorta","Fratelli Muratori",3.5,124,17.32,"N.V.","Sparkling"
"Cuvée Brut Rosé N.V.","Italy","Veneto","Casa Gheller",3.7,124,7.9,"N.V.","Sparkling"
"Riesling Extra Brut N.V.","Germany","Rheingau","Barth",3.9,124,14.54,"N.V.","Sparkling"
"Cuvée Elisabeth Salmon Brut Rosé Champagne 2007","France","Champagne","Billecart-Salmon",4.5,125,184.24,"2007","Sparkling"
"Cava Enguera in a Bubble Brut Nature Organic N.V.","Spain","Cava","Bodegas Enguera",3.6,126,10.95,"N.V.","Sparkling"
"Rosato Frizzante N.V.","Italy","Veneto","Pizzolato",3.5,126,10.25,"N.V.","Sparkling"
"Cava Brut Nature Reserva N.V.","Spain","Cava","Mas Macià",3.6,126,8.95,"N.V.","Sparkling"
"Valdobbiadene Prosecco Superiore Extra Dry N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Riva dei Frati",3.8,126,12.34,"N.V.","Sparkling"
"Franciacorta Brut Rosé 2015","Italy","Franciacorta","Ferghettina",3.9,127,40.1,"2015","Sparkling"
"Comtesse Marie de France Brut Millésime Champagne Grand Cru 'Bouzy' 2006","France","Champagne Grand Cru 'Bouzy'","Paul Bara",4.4,127,77.93,"2006","Sparkling"
"Prosecco Millesimato 2017","Italy","Prosecco","Biscardo",3.9,127,19.95,"2017","Sparkling"
"N.P.U Brut Champagne (Nec Plus Ultra) 2003","France","Champagne","Bruno Paillard",4.5,128,145.73,"2003","Sparkling"
"Secco N.V.","Italy","Lambrusco Grasparossa di Castelvetro","Corte Manzini",3.5,129,9.5,"N.V.","Sparkling"
"Cuvée de Purcari Brut N.V.","Moldova","South Eastern","Château Purcari",4.2,130,19.9,"N.V.","Sparkling"
"La Vi Prosecco N.V.","Italy","Prosecco","Canevel",3.6,130,13.29,"N.V.","Sparkling"
"Brut Champagne 2010","France","Champagne","Dom Pérignon",4.6,131,167.48,"2010","Sparkling"
"Cuvée Privée Crémant de Loire Brut N.V.","France","Crémant de Loire","Ackerman",3.9,131,11.4,"N.V.","Sparkling"
"Brut Tradition Champagne N.V.","France","Champagne","Marcel Vézien",3.6,133,25.17,"N.V.","Sparkling"
"Le Piere Garda Brut N.V.","Italy","Garda","Riondo",3.9,133,5.99,"N.V.","Sparkling"
"Théodorine Rosé Brut Champagne N.V.","France","Champagne","Michel Loriot",4,133,29.19,"N.V.","Sparkling"
"L'Illustre Champagne N.V.","France","Champagne","Marcel Vézien",4.1,133,27.9,"N.V.","Sparkling"
"Cecilia B. Vino Spumante Bianco N.V.","Italy","Veneto","Cecilia Beretta",3.8,133,9.99,"N.V.","Sparkling"
"Asolo Prosecco Superiore Extra Dry N.V.","Italy","Prosecco","Montelliana",3.7,134,13.95,"N.V.","Sparkling"
"Rosé Brut N.V.","Italy","Veneto","Donelli",3.7,134,8.5,"N.V.","Sparkling"
"Cuvée Vaux Brut 2015","Germany","Rheingau","Schloss Vaux",3.8,135,11.62,"2015","Sparkling"
"Cuvage de Cuvage N.V.","Italy","Piemonte","Cuvage",3.8,135,14.94,"N.V.","Sparkling"
"Petit Albet Clàssic Penedès Brut 2017","Spain","Penedès","Albet i Noya",3.7,135,11.95,"2017","Sparkling"
"Instant Gourmand Brut Champagne N.V.","France","Champagne","Tribaut Schloesser",3.7,135,28.95,"N.V.","Sparkling"
"Blanc de Noir 2018","Germany","Pfalz","Dr. Von Bassermann-Jordan",3.9,135,12.69,"2018","Sparkling"
"Grande Sendrée Champagne Brut 2009","France","Champagne","Drappier",4.3,136,61.55,"2009","Sparkling"
"Il Mattaglio Blanc de Blancs N.V.","Italy","Emilia-Romagna","Cantina della Volta",3.9,136,29.89,"N.V.","Sparkling"
"Cuvée ∝ (Alpha) Champagne 2006","France","Champagne","Jacquart",4.3,137,126.32,"2006","Sparkling"
"Prosecco Millesimato Dry 2018","Italy","Prosecco","Corte Giara",3.6,137,11.6,"2018","Sparkling"
"Leonia Brut Millesimato Pomino 2014","Italy","Pomino","Castello Pomino",3.8,137,31.38,"2014","Sparkling"
"Prosecco Extra Dry N.V.","Italy","Prosecco","Serenissima",3.7,137,7.45,"N.V.","Sparkling"
"Belle Epoque Rosé Brut Champagne 2002","France","Champagne","Perrier-Jouët",4.6,138,259.95,"2002","Sparkling"
"Prosecco Extra Dry N.V.","Italy","Prosecco","Corte delle Rose",3.6,140,9.49,"N.V.","Sparkling"
"Cuvée dei Frati Brut 2019","Italy","Lombardia","Cà dei Frati",3.9,141,18.9,"2019","Sparkling"
"Castell-Castell Fraenzi N.V.","Germany","Franken","Castell",3.8,141,7.55,"N.V.","Sparkling"
"Noir Extra Brut Champagne N.V.","France","Champagne","Alexandre Bonnet",4,141,42.49,"N.V.","Sparkling"
"Excellor Brut Rosé N.V.","Italy","Trentino-Alto Adige","Arunda",3.7,141,24.5,"N.V.","Sparkling"
"Brut Rosé N.V.","Italy","Veneto","Canella",3.6,142,12.19,"N.V.","Sparkling"
"Riesling Brut N.V.","Germany","Pfalz","Dr. Von Bassermann-Jordan",3.9,143,13.95,"N.V.","Sparkling"
"Fräulein Hu Perlwein Weiss N.V.","Germany","Rheinhessen","K.Wechsler",3.6,143,8.6,"N.V.","Sparkling"
"Perlé Nero Riserva 2010","Italy","Trento","Ferrari",4.1,143,69.95,"2010","Sparkling"
"Crémant de Bourgogne Brut N.V.","France","Crémant de Bourgogne","Cave de Lugny",3.8,144,11.39,"N.V.","Sparkling"
"Assemblage Brut Champagne 2009","France","Champagne","Bruno Paillard",4.4,144,75,"2009","Sparkling"
"Blanc de Blancs Brut Champagne N.V.","France","Champagne","Robert Barbichon",3.9,144,41.25,"N.V.","Sparkling"
"Essentiel Blanc de Blancs Extra Brut Champagne N.V.","France","Champagne","Piper-Heidsieck",4,144,59.66,"N.V.","Sparkling"
"Millésimé de Collection Vieilles Vignes de Chardonnay Brut Champagne N.V.","France","Champagne","Pierre Gimonnet & Fils",4.3,145,140,"N.V.","Sparkling"
"Rosé Prestige Brut N.V.","Germany","Rheinhessen","Raumland",4.1,145,21.85,"N.V.","Sparkling"
"Vértice Millesimé 2010","Portugal","Douro","Caves Transmontanas",4,145,19.5,"2010","Sparkling"
"Frizzante Rosé Special Cuvée N.V.","Italy","Veneto","La Jara",3.6,145,5.4,"N.V.","Sparkling"
"Bianco Special Cuvée Brut N.V.","Italy","Veneto","La Jara",3.5,145,9.2,"N.V.","Sparkling"
"Clos Saint-Hilaire Brut Champagne 1999","France","Champagne","Billecart-Salmon",4.5,146,336.31,"1999","Sparkling"
"Blanc de Blancs Brut N.V.","Italy","Piemonte","Cuvage",3.7,147,13.37,"N.V.","Sparkling"
"Brut Rosé N.V.","Italy","Puglia","Cantina Rosa del Golfo",3.8,147,23.54,"N.V.","Sparkling"
"Sparkling Shiraz N.V.","Australia","Pyrenees","Blue Pyrenees Estate",3.5,148,26.41,"N.V.","Sparkling"
"Live Brune S Prosecco Treviso Extra Dry N.V.","Italy","Prosecco di Treviso","Maschio",3.7,148,8.63,"N.V.","Sparkling"
"Le Biographe Champagne N.V.","France","Champagne","Lacroix Triaulaire",3.9,150,29.9,"N.V.","Sparkling"
"Brut Rosé N.V.","Luxembourg","Luxembourg","Domaine Alice Hartmann",4.2,151,33,"N.V.","Sparkling"
"Spätburgunder Brut Rosé 2016","Germany","Pfalz","Reichsrat von Buhl",3.9,151,18.9,"2016","Sparkling"
"Cuvée de Purcari Rosé Brut N.V.","Moldova","South Eastern","Château Purcari",4.2,152,19.9,"N.V.","Sparkling"
"Cuvée Extra Dry N.V.","Italy","Veneto","Le Contesse",3.6,152,7.95,"N.V.","Sparkling"
"Demi-Sec Mosaïque Champagne N.V.","France","Champagne","Jacquart",3.9,152,27.36,"N.V.","Sparkling"
"Cuvée de Purcari Extra Brut N.V.","Moldova","South Eastern","Château Purcari",4.2,153,19.9,"N.V.","Sparkling"
"Kaapse Vonkel Brut 2017","South Africa","Western Cape","Simonsig",3.6,154,12.5,"2017","Sparkling"
"Moncucco Moscato d'Asti 2018","Italy","Moscato d'Asti","Fontanafredda",4.3,154,14.6,"2018","Sparkling"
"Sekt Brut N.V.","Germany","Baden","Geldermann",3.5,155,13.74,"N.V.","Sparkling"
"Phineas N.V.","Italy","Trentino-Alto Adige","Arunda",4.2,155,65,"N.V.","Sparkling"
"Cuvée Marie Ambal Crémant de Bourgogne N.V.","France","Crémant de Bourgogne","Veuve Ambal",3.8,156,23.95,"N.V.","Sparkling"
"Cuvée No. 737 Dégorgement Tardif Extra Brut Champagne N.V.","France","Champagne","Jacquesson",4.3,156,89.95,"N.V.","Sparkling"
"Prestige Collection Rosé Extra Dry N.V.","Italy","Trentino","Mionetto",3.7,157,10.89,"N.V.","Sparkling"
"Prosecco Conegliano Valdobbiadene Superiore Brut 2017","Italy","Conegliano-Valdobbiadene Prosecco","Cecilia Beretta",3.9,158,13.57,"2017","Sparkling"
"Brut Rosé N.V.","South Africa","Franschhoek","Colmant",3.8,158,23.5,"N.V.","Sparkling"
"Tresor Brut 2016","France","Saumur","Bouvet-Ladubay",3.6,158,15.4,"2016","Sparkling"
"Cœur des Bar Champagne Blanc de Noirs Brut N.V.","France","Champagne","Veuve A. Devaux",3.9,159,36.9,"N.V.","Sparkling"
"l'Incandescent Rosé de Saignée Champagne Grand Cru 'Verzy' N.V.","France","Champagne Grand Cru 'Verzy'","Mouzon Leroux",4.1,159,48,"N.V.","Sparkling"
"Alta Langa Contessa Rosa Rosé 2012","Italy","Alta Langa","Fontanafredda",3.8,159,29.05,"2012","Sparkling"
"Rõseo Spumante Rosé Brut N.V.","Italy","Prosecco","Le Manzane",3.8,160,6.9,"N.V.","Sparkling"
"Les Nogers Blanc de Blancs Extra Brut Champagne Premier Cru 2012","France","Champagne Premier Cru","Dhondt-Grellet",4.3,160,79,"2012","Sparkling"
"Prosecco Brut N.V.","Italy","Prosecco","Canevel",3.6,160,13.99,"N.V.","Sparkling"
"Prosecco di Treviso Extra Dry N.V.","Italy","Prosecco di Treviso","Ca' di Rajo",3.5,161,13.9,"N.V.","Sparkling"
"Dibon Brut Rosé Cava N.V.","Spain","Cava","Pinord",4,161,6.99,"N.V.","Sparkling"
"Sior Gildo Moscato Dolce N.V.","Italy","Veneto","V8+",3.9,162,10.83,"N.V.","Sparkling"
"Cava Nu Allongé Brut N.V.","Spain","Cava","Masia Puigmolto",3.5,162,9.62,"N.V.","Sparkling"
"'61 Franciacorta Nature 2012","Italy","Franciacorta","Berlucchi",4,163,29.9,"2012","Sparkling"
"Bruto N.V.","Portugal","Bucelas","Paulo Laureano",3.8,164,24,"N.V.","Sparkling"
"Extra Brut Champagne N.V.","France","Champagne","Barons de Rothschild (Lafite)",4,165,49.84,"N.V.","Sparkling"
"Prosecco Superiore di Conegliano Valdobbiadene Millesimato Brut 2018","Italy","Conegliano-Valdobbiadene Prosecco","Canella",3.9,165,13.97,"2018","Sparkling"
"Crémant d'Alsace Rosé N.V.","France","Crémant d'Alsace","René Muré",3.9,165,19.5,"N.V.","Sparkling"
"Vintage Brut Champagne 2012","France","Champagne","Piper-Heidsieck",4.2,166,53.3,"2012","Sparkling"
"Cava Stars Brut Nature 2016","Spain","Cava","Castillo Perelada",3.7,166,12.59,"2016","Sparkling"
"Jaume Codorníu Gran Reserva Cava 2013","Spain","Cava","Codorníu",4.1,166,44.99,"2013","Sparkling"
"Lugana Brut N.V.","Italy","Lugana","Pasini San Giovanni",3.5,169,19.03,"N.V.","Sparkling"
"Bolla Ciao Alta Langa Brut 2013","Italy","Alta Langa","Fontanafredda",3.7,169,21.53,"2013","Sparkling"
"Special Club Grands Terroirs de Chardonnay Champagne 2010","France","Champagne","Pierre Gimonnet & Fils",4.2,171,52,"2010","Sparkling"
"Blanc de Meuniers Zéro Brut Champagne Premier Cru N.V.","France","Champagne Premier Cru","Leclerc Briant",4.2,172,146.65,"N.V.","Sparkling"
"Grand Cordon Rosé Brut Champagne N.V.","France","Champagne","G.H. Mumm",3.8,175,42,"N.V.","Sparkling"
"Sior Lele Rosé Brut N.V.","Italy","Veneto","V8+",3.5,177,10.83,"N.V.","Sparkling"
"D'O Rosa Rosè Spumante Extra Dry N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Fattoria Conca d'Oro",3.8,178,11.95,"N.V.","Sparkling"
"Canterino Secco N.V.","Italy","Rubicone","Riunite",3.3,178,3.99,"N.V.","Sparkling"
"Kaapse Vonkel Brut Rosé 2018","South Africa","Stellenbosch","Simonsig",3.7,178,12.57,"2018","Sparkling"
"Rare Brut Champagne (Millesimé) 2006","France","Champagne","Piper-Heidsieck",4.4,178,144.05,"2006","Sparkling"
"Moncucco Moscato d'Asti 2016","Italy","Moscato d'Asti","Fontanafredda",4.1,179,17.09,"2016","Sparkling"
"N.P.U Brut Champagne (Nec Plus Ultra) 2002","France","Champagne","Bruno Paillard",4.6,181,174.97,"2002","Sparkling"
"Chardonnay Brut N.V.","Luxembourg","Moselle","Bernard-Massard",3.6,182,16.21,"N.V.","Sparkling"
"James Bond 007 Brut Champagne 2011","France","Champagne","Bollinger",4.5,182,167.66,"2011","Sparkling"
"Crémant d'Alsace Cuvée Prestige Brut N.V.","France","Crémant d'Alsace","Kuehn",3.6,182,13.95,"N.V.","Sparkling"
"Blanc de Blancs Brut Champagne Grand Cru 2006","France","Champagne Grand Cru","Bonnaire",4,183,42.79,"2006","Sparkling"
"Riesling Brut N.V.","Germany","Mosel","Peter Lauer",4.2,183,19.9,"N.V.","Sparkling"
"Vieilles Vignes Brut Champagne Grand Cru 'Aÿ' N.V.","France","Champagne Grand Cru 'Aÿ'","André Roger",4,183,44.77,"N.V.","Sparkling"
"Prosecco Extra Dry N.V.","Italy","Prosecco","La Jara",3.7,183,12.3,"N.V.","Sparkling"
"Sparkling Cuvée N.V.","Australia","Riverina","Richland",3.3,184,11.9,"N.V.","Sparkling"
"Col Doré 1404 Prosecco N.V.","Italy","Prosecco di Treviso","Casa Defrà",3.9,185,6.9,"N.V.","Sparkling"
"Brut Reserve 2014","United Kingdom","Kent","Gusbourne",4.1,185,53.51,"2014","Sparkling"
"Vittorio Moretti 2006","Italy","Franciacorta","Bellavista",4.3,186,114.17,"2006","Sparkling"
"Vittorio Moretti 2011","Italy","Franciacorta","Bellavista",4.3,187,89,"2011","Sparkling"
"Cuvée Brut N.V.","Italy","Veneto","Casa Gheller",3.5,187,7.9,"N.V.","Sparkling"
"Edea Blanc de Blancs Brut N.V.","Italy","Franciacorta","Mirabella",3.6,188,19.9,"N.V.","Sparkling"
"Pinot Noir Brut Rouge De Noirs N.V.","United States","Los Carneros","Schug",3.9,189,43.84,"N.V.","Sparkling"
"Esprit Champagne Grand Cru N.V.","France","Champagne Grand Cru","Baron-Fuenté",3.9,190,37.99,"N.V.","Sparkling"
"Cava Tresor Reserva Brut 2014","Spain","Cava","Pere Ventura",3.5,190,12.95,"2014","Sparkling"
"D Brut Rosé Champagne N.V.","France","Champagne","Veuve A. Devaux",3.8,190,46.9,"N.V.","Sparkling"
"Spécial Club Brut Champagne Premier Cru 2015","France","Champagne Premier Cru","Marc Hébrart",4.2,191,49.9,"2015","Sparkling"
"Sélection Champagne N.V.","France","Champagne","Louis Casters",3.7,193,22.95,"N.V.","Sparkling"
"Cava Reserva Brut N.V.","Spain","Cava","Llopart",3.7,193,15.95,"N.V.","Sparkling"
"La Grande Année Brut Champagne 2012","France","Champagne","Bollinger",4.6,193,119,"2012","Sparkling"
"Moxxe Pinot Grigio - Verduzzo 2018","Italy","Valpolicella","Masi",3.7,193,14.99,"2018","Sparkling"
"Réserve Privée Blanc de Blancs Brut Champagne Grand Cru N.V.","France","Champagne Grand Cru","Bruno Paillard",4.2,194,65,"N.V.","Sparkling"
"Extra Brut N.V.","Italy","Trentino-Alto Adige","Arunda",3.7,195,21.5,"N.V.","Sparkling"
"Blanc de Blancs Extra Brut N.V.","Italy","Trentino-Alto Adige","Arunda",3.7,196,24.5,"N.V.","Sparkling"
"Contessa Maggi Riserva 2007","Italy","Franciacorta","Montenisa",4.2,198,47,"2007","Sparkling"
"Dolce Sandi Spumante N.V.","Italy","Veneto","Villa Sandi",3.6,198,9.5,"N.V.","Sparkling"
"Prosecco Conegliano Valdobbiadene Superiore Brut 2018","Italy","Conegliano-Valdobbiadene Prosecco","Cecilia Beretta",3.8,198,13.01,"2018","Sparkling"
"Special Club Brut Champagne Grand Cru 'Bouzy' 2008","France","Champagne Grand Cru 'Bouzy'","Paul Bara",4.2,200,58,"2008","Sparkling"
"This Cuvée Prestige N.V.","Italy","Marca Trevigiana","Borgo Molino",3.7,200,10.8,"N.V.","Sparkling"
"Blanc de Blancs Extra Brut Champagne N.V.","France","Champagne","Le Brun de Neuville",3.8,201,29.9,"N.V.","Sparkling"
"Cava Stars Brut Nature 2015","Spain","Cava","Castillo Perelada",3.7,202,10.6,"2015","Sparkling"
"Cuvée Eugène Brut Champagne N.V.","France","Champagne","Louis Casters",4,202,31.9,"N.V.","Sparkling"
"Cuvée Joséphine Brut Champagne 2008","France","Champagne","Joseph Perrier",4.4,204,88.9,"2008","Sparkling"
"Cuvée Prestige Millésimé Brut Champagne 2012","France","Champagne","J.M. Gobillard & Fils",4.1,205,34.8,"2012","Sparkling"
"'Giulio Ferrari' Riserva del Fondatore 2008","Italy","Trento","Ferrari",4.4,205,87.5,"2008","Sparkling"
"Esprit de Victoria Brut Rosé Champagne N.V.","France","Champagne","Joseph Perrier",3.8,206,44.9,"N.V.","Sparkling"
"Cuvée Annamaria Clementi (Extra Brut) 2010","Italy","Franciacorta","Ca' del Bosco",4.5,206,88.9,"2010","Sparkling"
"Pinot Nero Piemonte Extra Brut Molinera N.V.","Italy","Piemonte","Vite Colte",3.5,207,11.89,"N.V.","Sparkling"
"Brut Zero 2012","South Africa","Robertson","Graham Beck",3.8,209,25.5,"2012","Sparkling"
"Extra Brut Champagne N.V.","France","Champagne","Gosset",3.8,209,29.5,"N.V.","Sparkling"
"Crémant d'Alsace Brut Rosé N.V.","France","Crémant d'Alsace","Boeckel",3.8,210,18.5,"N.V.","Sparkling"
"Tendresse Brut Rosé Champagne N.V.","France","Champagne","Veuve Doussot",4.1,211,44.5,"N.V.","Sparkling"
"Blanc de Blancs Brut Champagne N.V.","France","Champagne","Gremillet",3.8,211,35,"N.V.","Sparkling"
"Dosage Zéro Champagne N.V.","France","Champagne","Bruno Paillard",4.2,212,55,"N.V.","Sparkling"
"Cava Brut Reserva N.V.","Spain","Cava","Torre Oria",3.4,213,9.45,"N.V.","Sparkling"
"Brut Mosaic Signature Aged 5 Years N.V.","France","Champagne","Jacquart",4,214,35,"N.V.","Sparkling"
"Blanc de Blancs N.V.","Austria","Niederösterreich","Schloss Gobelsburg",3.9,215,24.32,"N.V.","Sparkling"
"Ouvrage Grand Cru Champagne (Elevé Sous Liège) N.V.","France","Champagne","Lallier",4.2,216,86.69,"N.V.","Sparkling"
"Brut Champagne Premier Cru Sélection Mövenpick N.V.","France","Champagne Premier Cru","Frédéric Malétrez",3.7,218,28.5,"N.V.","Sparkling"
"Pierre Jourdan Blanc de Blancs N.V.","South Africa","Franschhoek","Haute Cabrière",3.7,219,29.5,"N.V.","Sparkling"
"Brut N.V.","Portugal","Bairrada","Vadio",3.6,220,16.9,"N.V.","Sparkling"
"Testarossa N.V.","Italy","Lombardia","La Versa",3.7,220,15.7,"N.V.","Sparkling"
"Cuvée Marie-Luise Brut N.V.","Germany","Rheinhessen","Raumland",3.8,220,19.85,"N.V.","Sparkling"
"Brut Rosé Champagne N.V.","France","Champagne","Tribaut Schloesser",3.8,220,31.95,"N.V.","Sparkling"
