"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"Bruto Touriga Nacional N.V.","Portugal","Beiras","Luis Pato",3.6,220,12,"N.V.","Sparkling"
"Sior Sandro Prosecco N.V.","Italy","Prosecco","V8+",3.7,220,9.9,"N.V.","Sparkling"
"Spumante 2012","Italy","Lambrusco di Sorbara","Cantina della Volta",3.8,221,28.7,"2012","Sparkling"
"Leonia Brut Millesimato Pomino 2015","Italy","Pomino","Castello Pomino",3.9,221,30.19,"2015","Sparkling"
"Prosecco Brut N.V.","Italy","Prosecco","La Jara",3.6,221,12.3,"N.V.","Sparkling"
"Dom Ruinart Rosé Brut Champagne 2004","France","Champagne","Ruinart",4.6,221,259,"2004","Sparkling"
"Frissé Rosé Frizzante N.V.","Spain","La Mancha","Félix Solís",3.8,223,3.9,"N.V.","Sparkling"
"Extra Brut N.V.","Austria","Niederösterreich","Weingut Bründlmayer",3.9,223,24.22,"N.V.","Sparkling"
"Lightly Sparkling - Sauvignon Blanc 2018","New Zealand","Marlborough","Villa Maria",4.2,223,11.08,"2018","Sparkling"
"Blanc de Blancs Extra Brut Champagne Grand Cru N.V.","France","Champagne Grand Cru","Bonnaire",3.9,225,35.9,"N.V.","Sparkling"
"Prosecco Frizzante N.V.","Italy","Veneto","Villa Sandi",3.7,226,7.2,"N.V.","Sparkling"
"Méthode Cap Classique Brut N.V.","South Africa","Coastal Region","MAN",3.5,227,18.78,"N.V.","Sparkling"
"Blanc de Blancs 2014","United Kingdom","Kent","Gusbourne",4.1,227,57.51,"2014","Sparkling"
"Cuvée Brut Pinot Rosé N.V.","Italy","Veneto","Le Contesse",3.6,229,7.77,"N.V.","Sparkling"
"Giustino B. Valdobbiadene Prosecco Superiore 2018","Italy","Conegliano-Valdobbiadene Prosecco","Ruggeri",4.1,229,19.99,"2018","Sparkling"
"Cava Reserva Brut Milesimé 2015","Spain","Cava","Juvé & Camps",4,232,24.5,"2015","Sparkling"
"Moscato d'Asti 2016","Italy","Moscato d'Asti","Ruffino",4.2,232,13.15,"2016","Sparkling"
"Cava Original V Brut Nature N.V.","Spain","Cava","Vendrell Olivella",3.8,232,14.9,"N.V.","Sparkling"
"Blanc de Blancs Brut Champagne Grand Cru 'Oger' N.V.","France","Champagne Grand Cru 'Oger'","Pierre Gimonnet & Fils",4.1,233,42,"N.V.","Sparkling"
"Brut Rosé Champagne N.V.","France","Champagne","J.M. Gobillard & Fils",3.8,234,30.95,"N.V.","Sparkling"
"N.P.U Brut Champagne (Nec Plus Ultra) 1999","France","Champagne","Bruno Paillard",4.5,234,184.23,"1999","Sparkling"
"Riesling Sekt Brut N.V.","Germany","Rheingau","Bibo Runge",3.9,235,21,"N.V.","Sparkling"
"Treviso Prosecco Extra Dry N.V.","Italy","Prosecco di Treviso","Borgo Molino",3.6,236,11.9,"N.V.","Sparkling"
"Esprit de Victoria Blanc de Blancs Brut Champagne N.V.","France","Champagne","Joseph Perrier",4,237,55.85,"N.V.","Sparkling"
"Cuvée Prestige Crémant de Bourgogne Brut N.V.","France","Crémant de Bourgogne","Domaine de La Grande Côte",3.9,238,14.95,"N.V.","Sparkling"
"Rosé Extra Dry N.V.","Italy","Veneto","Maschio dei Cavalieri",3.6,242,9.29,"N.V.","Sparkling"
"Éclats de Meulière Extra-Brut Champagne N.V.","France","Champagne","Jeaunaux-Robin",4,242,38.5,"N.V.","Sparkling"
"Brut Rosé N.V.","Italy","Lombardia","Aldo Rainoldi",3.7,244,22.9,"N.V.","Sparkling"
"Les Fumées Blanches Sauvignon Blanc Sparkling (Pétillant) 2018","France","Vin de France","François Lurton",3.7,246,7.45,"2018","Sparkling"
"Franciacorta Satèn 2014","Italy","Franciacorta","Bellavista",4.1,246,57.28,"2014","Sparkling"
"Rosé Sekt Trocken N.V.","Germany","Rheingau","Fürst von Metternich",3.5,248,11.49,"N.V.","Sparkling"
"Brut Nature Champagne (Philippe Starck) 2012","France","Champagne","Louis Roederer",4.1,249,79.9,"2012","Sparkling"
"Jahrgangs Sekt Extra Dry N.V.","Germany","Rheingau","Mumm & Co",3.2,249,7.79,"N.V.","Sparkling"
"Welschriesling Brut N.V.","Austria","Niederösterreich","Szigeti",3.5,251,13.2,"N.V.","Sparkling"
"Crémant de Luxembourg Brut N.V.","Luxembourg","Crémant de Luxembourg","Domaine Clos des Rochers",3.9,251,28.86,"N.V.","Sparkling"
"Cava Reserva Brut Cinta Purpura 2016","Spain","Cava","Juvé & Camps",3.8,251,12.95,"2016","Sparkling"
"Brut Champagne N.V.","France","Champagne","Comtesse Lafond",4,252,39.9,"N.V.","Sparkling"
"Extra Dry N.V.","Italy","Salento","Liboll",3.7,253,7.45,"N.V.","Sparkling"
"Cuvée Rosée Brut Champagne N.V.","France","Champagne","Veuve A. Devaux",3.8,253,36.9,"N.V.","Sparkling"
"Blanc de Blancs Brut Champagne Premier Cru N.V.","France","Champagne Premier Cru","Henriet-Bazin",3.9,254,34.95,"N.V.","Sparkling"
"Rosato Spumante Brut N.V.","Italy","Veneto","Zonin",3.6,256,8.53,"N.V.","Sparkling"
"Tradition Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.","France","Champagne Grand Cru 'Le Mesnil-sur-Oger'","Jean Pernet",3.7,257,29.9,"N.V.","Sparkling"
"Reynal Vinos de Aguja Blanco N.V.","Spain","Penedès","Pinord",3.5,257,4.99,"N.V.","Sparkling"
"Collevento 921 Prosecco N.V.","Italy","Prosecco","Antonutti",3.8,258,8.39,"N.V.","Sparkling"
"Crémant d'Alsace Rosé Brut N.V.","France","Crémant d'Alsace","Bestheim",3.8,259,11.5,"N.V.","Sparkling"
"Crémant d'Alsace Blanc de Noirs N.V.","France","Crémant d'Alsace","Dopff au Moulin",3.8,260,16.95,"N.V.","Sparkling"
"Grande Réserve Brut Champagne Grand Cru N.V.","France","Champagne Grand Cru","André Roger",4,263,35.81,"N.V.","Sparkling"
"Asolo Prosecco Superiore N.V.","Italy","Asolo Prosecco","Villa Sandi",3.6,263,8.9,"N.V.","Sparkling"
"Conde de Haro Brut Rosé N.V.","Spain","Cava","Muga",3.7,264,16.47,"N.V.","Sparkling"
"Franciacorta Saten Brut 2015","Italy","Franciacorta","Ferghettina",4,265,38.7,"2015","Sparkling"
"Bianco Secco N.V.","Italy","Emilia-Romagna","Duca del Valentino",3.5,270,7.66,"N.V.","Sparkling"
"Femme de Champagne 1996","France","Champagne","Duval-Leroy",4.5,271,239.7,"1996","Sparkling"
"Réserve Brut Champagne Grand Cru N.V.","France","Champagne Grand Cru","Autréau de Champillon",4,272,29.5,"N.V.","Sparkling"
"Cava Brut N.V.","Spain","Cava","Mas Macià",3.5,273,8.45,"N.V.","Sparkling"
"Lapiaz Crémant du Jura Brut N.V.","France","Crémant du Jura","Tissot-Maire",3.5,273,12.9,"N.V.","Sparkling"
"Col de Mez Valdobbiadene Prosecco N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Soligo",3.6,274,8.5,"N.V.","Sparkling"
"Accussi Extra Dry N.V.","Italy","Sicilia","Feudo Arancio",3.6,276,10.9,"N.V.","Sparkling"
"Cuvée Brut Rosé N.V.","Italy","Veneto","Carpenè Malvolti",3.8,278,11.9,"N.V.","Sparkling"
"Grande Réserve Champagne N.V.","France","Champagne","Louis Casters",3.8,279,22.95,"N.V.","Sparkling"
"Crémant de Limoux Brut N.V.","France","Crémant de Limoux","Château Martinolles",3.7,279,11.9,"N.V.","Sparkling"
"Soave Brut N.V.","Italy","Soave","Riondo",3.6,281,6.75,"N.V.","Sparkling"
"Cristal Brut Champagne (Millésimé) 2012","France","Champagne","Louis Roederer",4.5,282,205.84,"2012","Sparkling"
"‘61 Franciacorta Brut 1961","Italy","Lombardia","Berlucchi",3.9,282,17.95,"1961","Sparkling"
"Demi-Sec Champagne (Cuvée Royale) N.V.","France","Champagne","Joseph Perrier",3.9,283,36.5,"N.V.","Sparkling"
"Terre de Vertus Champagne Premier Cru 2013","France","Champagne Premier Cru","Larmandier-Bernier",4.2,286,58.39,"2013","Sparkling"
"Crémant de Bourgogne Rosé Brut N.V.","France","Bourgogne","Caves de Marsigny",3.6,287,14.99,"N.V.","Sparkling"
"Dom Ruinart Blanc de Blancs Brut Champagne 2007","France","Champagne","Ruinart",4.5,287,169,"2007","Sparkling"
"Blanc de Blancs Millésimé Brut Champagne Premier Cru N.V.","France","Champagne Premier Cru","Doyard Mahé",4.1,287,36.5,"N.V.","Sparkling"
"Nocturne City Lights Sec Champagne N.V.","France","Champagne","Taittinger",4,288,49.3,"N.V.","Sparkling"
"Brut Extrem Champagne N.V.","France","Champagne","Nicolas Feuillatte",3.6,289,35,"N.V.","Sparkling"
"Soldati Metodo Classico Brut N.V.","Italy","Gavi","La Scolca",3.8,290,28.19,"N.V.","Sparkling"
"Millésime Brut Collection Mémoire Champagne Grand Cru 'Aÿ' 2008","France","Champagne Grand Cru 'Aÿ'","Lallier",4.3,290,69.36,"2008","Sparkling"
"Réserve 4 Cèpages Brut Champagne N.V.","France","Champagne","Robert Barbichon",3.8,291,36.95,"N.V.","Sparkling"
"Secret Sparkling Rosé N.V.","South Africa","Western Cape","Spier",3.5,293,8.32,"N.V.","Sparkling"
"Vendemmia Brut 2012","Italy","Franciacorta","Bellavista",4.1,293,39,"2012","Sparkling"
"Prosecco Extra Dry N.V.","Italy","Prosecco","Forchir",3.5,294,10.11,"N.V.","Sparkling"
"Prosecco N.V.","Italy","Prosecco","Ca' di Alte",3.7,294,9.57,"N.V.","Sparkling"
"Amatista Moscato Rosado N.V.","Spain","Valencia","Reymos",3.8,296,4.89,"N.V.","Sparkling"
"Primabolla Lambrusco N.V.","Italy","Reggiano","Cantina Puianello",3.5,297,7.06,"N.V.","Sparkling"
"Brut Champagne (Cuvée Royale) 2008","France","Champagne","Joseph Perrier",4,297,46.5,"2008","Sparkling"
"Saphir Saumur Brut Vintage 2017","France","Saumur","Bouvet-Ladubay",3.5,298,11.65,"2017","Sparkling"
"Triumvirat Grande Cuvée Brut N.V.","Germany","Rheinhessen","Raumland",4.2,299,45.49,"N.V.","Sparkling"
"Rosé Brut Champagne 2012","France","Champagne","Deutz",4.1,300,55.89,"2012","Sparkling"
"Cuvée Spéciale Demi Sec N.V.","France","Loire Valley","Marquis de la Tour",3.8,301,8.25,"N.V.","Sparkling"
"Brut Rosé N.V.","Italy","Trentino-Alto Adige","Arunda",3.8,304,22.5,"N.V.","Sparkling"
"Riesling Sekt Extra Dry N.V.","Germany","Mosel","Dr. Loosen",3.7,306,17.74,"N.V.","Sparkling"
"Millesimato Rosé Spumante N.V.","Italy","Veneto","Canella",3.7,306,12.95,"N.V.","Sparkling"
"Riesling Brut N.V.","Germany","Rheinhessen","Raumland",3.7,307,17.9,"N.V.","Sparkling"
"Haus Klosterberg Sekt Brut Cuvée N.V.","Germany","Mosel","Markus Molitor",3.7,310,9.01,"N.V.","Sparkling"
"Prosecco Ice Demi-Sec N.V.","Italy","Prosecco","Zonin",3.5,310,8.99,"N.V.","Sparkling"
"Brut Rosé Champagne Grand Cru 'Chouilly' N.V.","France","Champagne Grand Cru 'Chouilly'","Legras & Haas",3.8,312,40.8,"N.V.","Sparkling"
"Moscato d'Asti 2019","Italy","Moscato d'Asti","G.D. Vajra",3.9,312,15.2,"2019","Sparkling"
"Blanc de Blancs Brut Champagne 2007","France","Champagne","Deutz",4.2,313,74.9,"2007","Sparkling"
"Prosecco Treviso Frizzante N.V.","Italy","Prosecco di Treviso","Val d'Oca",3.6,315,6.9,"N.V.","Sparkling"
"Franciacorta Brut N.V.","Italy","Franciacorta","Clarabella",3.5,316,19.8,"N.V.","Sparkling"
"ORO Prosecco Treviso Brut N.V.","Italy","Prosecco di Treviso","Val d'Oca",3.5,319,10.99,"N.V.","Sparkling"
"Cuvée Katharina Brut N.V.","Germany","Rheinhessen","Raumland",3.8,320,23.19,"N.V.","Sparkling"
"Cabochon Brut 2008","Italy","Franciacorta","Monte Rossa",4.2,322,99,"2008","Sparkling"
"Assemblage Brut Champagne 2008","France","Champagne","Bruno Paillard",4.3,331,68.19,"2008","Sparkling"
"Brut Premier Champagne 2012","France","Champagne Premier Cru","Louis Roederer",4.1,333,62.9,"2012","Sparkling"
"L'Ermitage Brut 2011","United States","Anderson Valley","Roederer Estate",4.2,334,59.9,"2011","Sparkling"
"Rosé Spumante Extra Dry N.V.","Italy","Veneto","Collalto",3.8,334,10.95,"N.V.","Sparkling"
"Cuvée de La Rue des Noyers Champagne N.V.","France","Champagne","Benoît Déhu",4.2,335,74.01,"N.V.","Sparkling"
"Carte d'Or Brut Champagne N.V.","France","Champagne","Irroy",3.6,336,36.59,"N.V.","Sparkling"
"Cava Carta Rotiña Premium Semi Seco N.V.","Spain","Cava","Freixenet",3.5,336,8.49,"N.V.","Sparkling"
"Cuvée de Reserve Blanc de Noirs Champagne Brut N.V.","France","Champagne","Gallimard Père & Fils",4.1,337,24.95,"N.V.","Sparkling"
"Code Rouge Brut Eternel Blancs de Blancs N.V.","France","Crémant de Limoux","Gérard Bertrand",3.6,339,31.77,"N.V.","Sparkling"
"Flaschengärung Grand Rosé Sec N.V.","Germany","Baden","Geldermann",3.9,340,13.49,"N.V.","Sparkling"
"RSV Blush Espumante 2015","Brazil","Vale dos Vinhedos","Casa Valduga",3.9,340,14.95,"2015","Sparkling"
"Blanc de Blancs Champagne (Extra Cuvée de Réserve) 2012","France","Champagne","Pol Roger",4.2,343,77.79,"2012","Sparkling"
"Franciacorta Satèn 2011","Italy","Franciacorta","Bellavista",4.2,344,48.4,"2011","Sparkling"
"Cava Reyes de Aragón Reserva Brut N.V.","Spain","Cava","Bodegas Langa",3.6,349,9.95,"N.V.","Sparkling"
"Blanc de Noirs Brut Champagne N.V.","France","Champagne","Robert Barbichon",3.9,349,35.6,"N.V.","Sparkling"
"Brut Blanc de Blancs N.V.","France","Beaune","Veuve du Vernay",3.8,350,8.25,"N.V.","Sparkling"
"Blanc de Noirs Brut Champagne N.V.","France","Champagne","Gremillet",3.8,351,35.95,"N.V.","Sparkling"
"Signature Chardonnay - Pinot Noir 2019","South Africa","Stellenbosch","Spier",3.6,352,6.5,"2019","Sparkling"
"Cuvée Nicolas François Billecart Brut Champagne 2006","France","Champagne","Billecart-Salmon",4.5,355,144.27,"2006","Sparkling"
"Réserve Brut Champagne 2006","France","Champagne","Pol Roger",4.2,358,69,"2006","Sparkling"
"Brut Champagne Grand Cru 'Aÿ' N.V.","France","Champagne Grand Cru 'Aÿ'","Lallier",4.2,358,51.57,"N.V.","Sparkling"
"Brut Champagne Grand Cru 'Aÿ' N.V.","France","Champagne Grand Cru 'Aÿ'","Pierre Leboeuf",3.9,359,33.95,"N.V.","Sparkling"
"Cuvée Esplendor Vinyes Propies 2013","Spain","Penedès","Vardon Kennett",3.9,360,38.79,"2013","Sparkling"
"Faìve Rosè Brut N.V.","Italy","Veneto","Nino Franco",3.6,361,12.5,"N.V.","Sparkling"
"Sior Carlo Millesimato Prosecco Brut N.V.","Italy","Prosecco","V8+",3.5,361,9.9,"N.V.","Sparkling"
"Riesling Sekt Brut N.V.","Germany","Mosel","Villa Huesgen",3.9,361,13.76,"N.V.","Sparkling"
"Réserve Brut Champagne N.V.","France","Champagne","Leclerc Briant",3.9,362,47.95,"N.V.","Sparkling"
"Franciacorta Gran Cuvée Satèn N.V.","Italy","Franciacorta","Bellavista",4.2,363,54.62,"N.V.","Sparkling"
"Amour de Deutz Millésime Brut Champagne 2007","France","Champagne","Deutz",4.5,363,139,"2007","Sparkling"
"Tastevinage Crémant de Bourgogne Brut N.V.","France","Crémant de Bourgogne","Chevalier",3.7,365,14.9,"N.V.","Sparkling"
"Franciacorta Gran Cuvée Brut Rosé N.V.","Italy","Franciacorta","Bellavista",4.1,366,44.9,"N.V.","Sparkling"
"Brut Champagne N.V.","France","Champagne","Marcel Pierre",3.8,366,27.7,"N.V.","Sparkling"
"Aimery Crémant de Limoux Grande Cuvée 1531 Rosé N.V.","France","Crémant de Limoux","Sieur d'Arques",3.8,368,11.9,"N.V.","Sparkling"
"Private Cuvée Brut Champagne N.V.","France","Champagne","Jacquinot & Fils",4,368,44.5,"N.V.","Sparkling"
"Cava Rosé Brut N.V.","Spain","Cava","Llopart",3.8,370,18.95,"N.V.","Sparkling"
"Concerto Lambrusco Reggiano 2018","Italy","Reggiano","Medici Ermete",3.8,371,8.28,"2018","Sparkling"
"Ice Impérial (Demi-Sec) Rosé Champagne N.V.","France","Champagne","Moët & Chandon",4.1,372,67.59,"N.V.","Sparkling"
"Perlwein Trocken Rosa N.V.","Germany","Rheinhessen","Fritz Muller",4.1,373,7.5,"N.V.","Sparkling"
"Tinto Bruto N.V.","Portugal","Bairrada","Quinta do Ortigao",3.6,374,15,"N.V.","Sparkling"
"Brut Rosé N.V.","Italy","Nebbiolo d'Alba","Cuvage",3.7,379,18.06,"N.V.","Sparkling"
"Bollamatta Rosato N.V.","Italy","Toscana","Bibi Graetz",3.8,381,18.9,"N.V.","Sparkling"
"Cava Brut Stars Touch Of Rosé N.V.","Spain","Cava","Castillo Perelada",3.8,382,12.98,"N.V.","Sparkling"
"Lugana Metodo Classico Brut N.V.","Italy","Lugana","Zenato",3.8,383,15.9,"N.V.","Sparkling"
"Rosé Brut Champagne (Extra Cuvée de Réserve) 2009","France","Champagne","Pol Roger",4.1,383,68,"2009","Sparkling"
"Prosecco N.V.","Italy","Prosecco","Valdo",3.5,384,8.36,"N.V.","Sparkling"
"i Quercioli Reggiano Lambrusco Rosato Dolce N.V.","Italy","Reggiano","Medici Ermete",3.7,384,5.9,"N.V.","Sparkling"
"Rosé Dolorès Brut Champagne N.V.","France","Champagne","Baron-Fuenté",3.9,388,28.99,"N.V.","Sparkling"
"Red Top Sec Champagne N.V.","France","Champagne","Heidsieck & Co. Monopole",3.7,388,29.79,"N.V.","Sparkling"
"Blanc de Noirs Extra Brut Champagne N.V.","France","Champagne","Maurice Grumier",3.9,389,29.9,"N.V.","Sparkling"
"Floral Edition Rosé Extra Dry N.V.","Italy","Veneto","Valdo",3.6,389,7.99,"N.V.","Sparkling"
"Weisser Mulatschak 2019","Austria","Burgenland","Meinklang",4.3,391,11.5,"2019","Sparkling"
"Grüner Veltliner Brut N.V.","Austria","Wien","Schlumberger",3.8,392,15.59,"N.V.","Sparkling"
"Blanc de Blancs Brut Champagne N.V.","France","Champagne","Le Brun de Neuville",3.9,396,29.95,"N.V.","Sparkling"
"Ultra D Champagne N.V.","France","Champagne","Veuve A. Devaux",3.9,397,39.9,"N.V.","Sparkling"
"Vixen N.V.","Australia","McLaren Vale","Fox Creek",3.9,400,17.95,"N.V.","Sparkling"
"Kaapse Vonkel Brut Rosé 2017","South Africa","Stellenbosch","Simonsig",3.8,405,14.08,"2017","Sparkling"
"Prosecco di Treviso Brut N.V.","Italy","Prosecco di Treviso","De Faveri",3.6,407,9.5,"N.V.","Sparkling"
"Tresor Brut Rosé N.V.","France","Saumur","Bouvet-Ladubay",3.9,410,15.9,"N.V.","Sparkling"
"Cava Brut Rosado N.V.","Spain","Cava","Mont Marçal",3.5,412,7.9,"N.V.","Sparkling"
"Cuvée William Deutz Millesimé Brut Champagne 2006","France","Champagne","Deutz",4.4,412,125,"2006","Sparkling"
"Prosecco Brut N.V.","Italy","Prosecco","Carpenè Malvolti",3.6,414,11.9,"N.V.","Sparkling"
"Chardonnay Brut N.V.","Italy","Piemonte","Borgo Maragliano",3.7,414,11.99,"N.V.","Sparkling"
"Clement de Lure Methode Cap Classique Brut N.V.","South Africa","Stellenbosch","Stellenrust",3.8,415,14.99,"N.V.","Sparkling"
"Brut Rosé Champagne (Cuvée Royale) N.V.","France","Champagne","Joseph Perrier",3.8,419,45.6,"N.V.","Sparkling"
"P.R. Rosé N.V.","Italy","Franciacorta","Monte Rossa",3.8,420,59,"N.V.","Sparkling"
"Cava Stars Brut Reserva N.V.","Spain","Cava","Castillo Perelada",3.5,420,12.99,"N.V.","Sparkling"
"‘61 Franciacorta Satèn 1961","Italy","Franciacorta","Berlucchi",3.9,421,19.9,"1961","Sparkling"
"La Gatta Moscato d'Asti N.V.","Italy","Moscato d'Asti","Vite Colte",3.8,421,11.95,"N.V.","Sparkling"
"Fashion Victim Moscato Rosé N.V.","Italy","Veneto","Astoria",3.8,424,8.9,"N.V.","Sparkling"
"Royal Crémant de Loire Brut N.V.","France","Crémant de Loire","Ackerman",4,427,15.9,"N.V.","Sparkling"
"Sauvignon Blanc Sparkling N.V.","Slovenia","Podravje","Puklavec Family Wines",3.7,429,14.08,"N.V.","Sparkling"
"Crémant de Bourgogne Brut Rosé N.V.","France","Crémant de Bourgogne","Cave de Lugny",4,433,11.52,"N.V.","Sparkling"
"Vecchie Viti N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Ruggeri",3.9,436,18.49,"N.V.","Sparkling"
"Prosecco Brut N.V.","Italy","Prosecco","Cielo e Terra",3.6,436,6.9,"N.V.","Sparkling"
"Franciacorta Gran Cuvée Pas Operé N.V.","Italy","Franciacorta","Bellavista",4.1,438,34.9,"N.V.","Sparkling"
"Chardonnay Piemonte Brut Vallerenza N.V.","Italy","Piemonte","Vite Colte",3.5,452,9.5,"N.V.","Sparkling"
"Crede Valdobbiadene Prosecco Superiore Brut 2017","Italy","Conegliano-Valdobbiadene Prosecco","Bisol",3.8,455,19.98,"2017","Sparkling"
"Lugana Metodo Classico Brut N.V.","Italy","Lugana","Cà Maiol",3.6,455,22.09,"N.V.","Sparkling"
"Prosecco Treviso Extra Dry N.V.","Italy","Prosecco di Treviso","Ca'Val",3.5,455,13.95,"N.V.","Sparkling"
"Brut Reserve N.V.","Austria","Niederösterreich","Schloss Gobelsburg",3.8,457,19.86,"N.V.","Sparkling"
"Cuvée Supérieure Champagne N.V.","France","Champagne","Louis Casters",3.8,458,21.95,"N.V.","Sparkling"
"Réserve Premier Cru Brut Champagne Premier Cru N.V.","France","Champagne Premier Cru","Frédéric Malétrez",3.8,465,32.8,"N.V.","Sparkling"
"Crémant de Loire Brut Rosé N.V.","France","Crémant de Loire","Bouvet-Ladubay",3.7,466,11.5,"N.V.","Sparkling"
"Valdobbiadene Prosecco Superiore Extra Dry N.V.","Italy","Conegliano-Valdobbiadene Prosecco","San Venanzio Fortunato",3.8,468,11.9,"N.V.","Sparkling"
"Blanc de Blancs Brut Champagne Grand Cru N.V.","France","Champagne Grand Cru","Autréau de Champillon",4,468,29.9,"N.V.","Sparkling"
"Millesimé Brut Champagne 2006","France","Champagne","Charles Heidsieck",4.3,469,85.95,"2006","Sparkling"
"Brut Apanage Rosé Champagne N.V.","France","Champagne","Pommery",4.1,469,65.49,"N.V.","Sparkling"
"Brut N.V.","Austria","Niederösterreich","Weingut Bründlmayer",4,474,24.5,"N.V.","Sparkling"
"Rosé Brut N.V.","Austria","Wien","Schlumberger",3.6,477,15.59,"N.V.","Sparkling"
"Riesling Brut N.V.","Germany","Rheingau","Kloster Eberbach",3.6,477,13.39,"N.V.","Sparkling"
"Pruno Nero Lambrusco N.V.","Italy","Emilia-Romagna","Cleto Chiarli",3.7,482,12.79,"N.V.","Sparkling"
"Blanc de Blancs Brut Champagne (Vintage) 2011","France","Champagne","Louis Roederer",4.2,482,67.26,"2011","Sparkling"
"Prosecco Treviso N.V.","Italy","Prosecco di Treviso","Casa Gheller",3.6,482,9.4,"N.V.","Sparkling"
"Tradition Brut Champagne N.V.","France","Champagne","Baron-Fuenté",3.6,483,27.98,"N.V.","Sparkling"
"Perlé 2014","Italy","Trento","Ferrari",3.9,483,25.89,"2014","Sparkling"
"Cuvée de l'Ecusson Pinot Noir Brut Rosé N.V.","Luxembourg","Moselle","Bernard-Massard",3.8,483,17.1,"N.V.","Sparkling"
"Brut Rosé N.V.","Italy","Franciacorta","Montenisa",3.7,485,35.41,"N.V.","Sparkling"
"Maximum Brut Blanc de Blancs N.V.","Italy","Trento","Ferrari",3.7,489,26.09,"N.V.","Sparkling"
"Marai de Marai Brut N.V.","Italy","Veneto","Foss Marai",3.7,490,11.17,"N.V.","Sparkling"
"Valdobbiadene Brut Marca Oro Rosé N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Valdo",3.6,494,7.13,"N.V.","Sparkling"
"Col de Mez Valdobbiadene Prosecco Superiore Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Soligo",3.7,495,9.1,"N.V.","Sparkling"
"Chardonnay Sekt Trocken N.V.","Germany","Rheingau","Fürst von Metternich",3.5,495,11.49,"N.V.","Sparkling"
"Premium Reserve Brut Champagne Premier Cru N.V.","France","Champagne Premier Cru","Charles Mignon",3.8,496,34.73,"N.V.","Sparkling"
"Prosecco N.V.","Italy","Prosecco","Reguta",3.7,500,5.5,"N.V.","Sparkling"
"Flavè Brut Rosato N.V.","Italy","Veneto","Bepin de Eto",3.9,501,9.95,"N.V.","Sparkling"
"Alexandra Champagne Rosé (Grande Cuvée) 2004","France","Champagne","Laurent-Perrier",4.6,503,349,"2004","Sparkling"
"Brut Millesimé Champagne N.V.","France","Champagne","Piper-Heidsieck",4,505,39.09,"N.V.","Sparkling"
"Carte Blanche N.V.","Germany","Baden","Geldermann",3.6,505,12.09,"N.V.","Sparkling"
"Special Club Millesimé de Collection Champagne N.V.","France","Champagne","Pierre Gimonnet & Fils",4.2,507,55,"N.V.","Sparkling"
"Rosè di Pinot Brut N.V.","Italy","Veneto","Ruggeri",3.6,512,11.9,"N.V.","Sparkling"
"Brut Reserve N.V.","South Africa","Franschhoek","Colmant",3.8,512,23.5,"N.V.","Sparkling"
"Tradition Brut Champagne Premier Cru N.V.","France","Champagne Premier Cru","Paul Goerg",3.8,513,33.27,"N.V.","Sparkling"
"Prosecco Frizzante N.V.","Italy","Prosecco","Riondo",3.6,518,7.95,"N.V.","Sparkling"
"Il Grigio N.V.","Italy","Friuli-Venezia Giulia","Collavini",3.6,520,14.09,"N.V.","Sparkling"
"Saumur Brut N.V.","France","Saumur","Mlle Ladubay",3.6,522,11.9,"N.V.","Sparkling"
"Brut Blanc de Blancs Champagne N.V.","France","Champagne","Charles Heidsieck",4.2,524,74.78,"N.V.","Sparkling"
"Crémant de Bourgogne Brut N.V.","France","Crémant de Bourgogne","Antonin Rodet",3.6,525,19.34,"N.V.","Sparkling"
"Brut Rosé (Reserve) N.V.","Austria","Niederösterreich","Loimer",3.8,528,19.86,"N.V.","Sparkling"
"Punto Rosa Millesimato N.V.","Italy","Veneto","Val d'Oca",3.7,532,10.99,"N.V.","Sparkling"
"Vendemmia Brut 2013","Italy","Franciacorta","Bellavista",4.2,535,37.9,"2013","Sparkling"
"Rosé Brut Premium Reserve Champagne N.V.","France","Champagne Premier Cru","Charles Mignon",4,542,37.88,"N.V.","Sparkling"
"Blanc de Blancs Champagne Grand Cru N.V.","France","Champagne Grand Cru","Bruno Paillard",4.2,547,64.95,"N.V.","Sparkling"
"L'Acino N.V.","Italy","Lambrusco Grasparossa di Castelvetro","Corte Manzini",3.8,554,12.9,"N.V.","Sparkling"
"Asti N.V.","Italy","Asti","Cinzano",3.8,556,9.99,"N.V.","Sparkling"
"Cuvée dei Frati Brut Rosé N.V.","Italy","Lombardia","Cà dei Frati",3.8,557,23.8,"N.V.","Sparkling"
"Valdobbiadene Prosecco Superiore Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","San Venanzio Fortunato",3.7,558,10.95,"N.V.","Sparkling"
"Crémant de Loire Brut Rosé N.V.","France","Crémant de Loire","Monmousseau",3.6,558,12.9,"N.V.","Sparkling"
"Franciacorta Rosé N.V.","Italy","Franciacorta","Mirabella",3.8,561,19.9,"N.V.","Sparkling"
"Vouvray Brut N.V.","France","Vouvray","Vigneau-Chevreau",3.8,562,14.5,"N.V.","Sparkling"
