"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"Saint-Emilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Château Fleur de Lisse",3.9,145,37.04,"2016","Red"
"Montepulciano d'Abruzzo 2018","Italy","Montepulciano d'Abruzzo","Caleo",3.4,145,5.49,"2018","Red"
"Orphan Bank Shiraz 2016","Australia","Barossa","Langmeil",4.3,145,37.98,"2016","Red"
"Negru de Purcari 2017","Moldova","South Eastern","Château Purcari",4.4,145,29.98,"2017","Red"
"Signatures Single Vineyard Collection Cabernet Franc 2015","South Africa","Wellington","Doolhof Wine Estate",4.1,145,17.6,"2015","Red"
"Boğazkere - Öküzgözü 2017","Turkey","Thrace","Suvla",3.6,145,11.5,"2017","Red"
"Primitivo 2018","Italy","Puglia","A Mano",3.6,145,6.99,"2018","Red"
"Selección Finca el Grajo Viejo 2015","Spain","Ribera del Duero","Protos",4.4,145,54.95,"2015","Red"
"Cannonau 2018","Italy","Sardegna","Olianas",3.8,145,10.5,"2018","Red"
"Beyer Ranch Zinfandel 2016","United States","Livermore Valley","Wente",3.9,145,11.48,"2016","Red"
"Red 2015","South Africa","Swartland","Porseleinberg",4.1,145,58.39,"2015","Red"
"Majuelos de Callejo 2006","Spain","Ribera del Duero","Callejo",3.8,145,29.15,"2006","Red"
"Meifort 2017","South Africa","Constantia","Buitenverwachting",3.9,145,8.9,"2017","Red"
"Moulin des Costes Bandol Rouge 2015","France","Bandol","Domaines Bunan",3.9,145,24.9,"2015","Red"
"Bordeaux 2017","France","Bordeaux","Château Bel Air La Perriere",3.6,145,8.21,"2017","Red"
"Alentejano Moon Harvested 2018","Portugal","Alentejano","Herdade dos Grous",4.3,145,26.9,"2018","Red"
"Copa Santa La Méjanelle 2014","France","Languedoc","Clavel",3.8,145,17.9,"2014","Red"
"Brunello di Montalcino Montosoli 2014","Italy","Brunello di Montalcino","Altesino",4.4,145,68.65,"2014","Red"
"Tiara 2013","South Africa","Stellenbosch","Simonsig",4.2,145,20.89,"2013","Red"
"5TA Generacion Gran Reserva Cabernet Sauvignon 2013","Argentina","San Rafael","Goyenechea",3.5,145,16.29,"2013","Red"
"La Quintanilla 2012","Spain","Rioja","Baigorri",3.8,145,35.09,"2012","Red"
"Barolo 2013","Italy","Barolo","Borgogno",3.9,1453,38.8,"2013","Red"
"La Grola 2014","Italy","Verona","Allegrini",3.9,1454,18.42,"2014","Red"
"Fonterutoli Chianti Classico 2017","Italy","Chianti Classico","Mazzei",3.8,1454,17.53,"2017","Red"
"Barolo 2015","Italy","Barolo","Giacosa Fratelli",3.9,1458,24.19,"2015","Red"
"The Barossan Shiraz 2016","Australia","Barossa Valley","Peter Lehmann",3.8,1458,17.18,"2016","Red"
"Jenkins Ranch Pinot Noir 2014","United States","Sonoma Coast","Patz & Hall",4.2,146,89,"2014","Red"
"Reserva Merlot 2018","Chile","Colchagua Valley","MontGras",3.3,146,11.19,"2018","Red"
"Twins Red Blend (Malbec - Cabernet Sauvignon) 2018","Chile","Colchagua Valley","Montes",3.8,146,8.64,"2018","Red"
"Prugnanello Rosso di Montepulciano 2015","Italy","Rosso di Montepulciano","Lunadoro",3.9,146,10.67,"2015","Red"
"Ventale Valpolicella Superiore 2016","Italy","Valpolicella","Santi",3.7,146,9.9,"2016","Red"
"Pieve Santa Restituta Sugarille Brunello di Montalcino 2013","Italy","Brunello di Montalcino","Gaja",4.5,146,149,"2013","Red"
"Valpolicella Superiore 2018","Italy","Valpolicella","Zenato",3.9,146,9.75,"2018","Red"
"Villa Blanche Marselan 2017","France","Pays d'Oc","Calmel & Joseph",3.9,146,6.77,"2017","Red"
"Bolgheri Rosso 2018","Italy","Bolgheri","Le Macchiole",4,146,21.24,"2018","Red"
"Organic Shiraz 2017","Australia","South Australia","Farm Hand",3.8,146,7.69,"2017","Red"
"Bramare Marchiori Vineyard Malbec 2017","Argentina","Mendoza","Viña Cobos",4.6,146,74.99,"2017","Red"
"Les Terrasses de Saint Christophe Saint-Émilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Château Tour Saint-Christophe",4,146,18.5,"2016","Red"
"Fetească Neagră 2017","Romania","Dealurile Olteniei","La Cetate",3.8,146,13.5,"2017","Red"
"Añares Crianza Rioja 2017","Spain","Rioja","Bodegas Olarra",3.6,146,5.79,"2017","Red"
"Za Inspiraciju Vrhunsko Plavac Mali Barrique 2015","Croatia","Srednja I Juzna Dalmacija","Stina",4,146,18.9,"2015","Red"
"Sfursat di Valtellina 2014","Italy","Sforzato della Valtellina","Aldo Rainoldi",4.1,146,29.05,"2014","Red"
"Poggio alle Mura Brunello di Montalcino Riserva 2010","Italy","Brunello di Montalcino","Banfi",4.2,146,73.62,"2010","Red"
"Lote D Syrah 2015","Chile","Colchagua Valley","Polkura",3.9,146,19.3,"2015","Red"
"Ultra Malbec 2017","Argentina","Mendoza","Kaiken",4,146,16.09,"2017","Red"
"Cabernet Sauvignon 2017","South Africa","Stellenbosch","Lanzerac",4,146,12.5,"2017","Red"
"Roccardo Langhe Nebbiolo 2017","Italy","Langhe","Rocche Costamagna",4,146,14.9,"2017","Red"
"Reserva Tannat 2014","Brazil","Serra Gaúcha","Don Guerino",3.5,146,13.6,"2014","Red"
"Vineyard Selection Shiraz 2017","South Africa","Stellenbosch","Kleine Zalze",4,146,14.9,"2017","Red"
"Pessac-Léognan (Grand Cru Classé de Graves) 1999","France","Pessac-Léognan","Château de Fieuzal",3.9,146,51.23,"1999","Red"
"Medalla Real (Gran Reserva) Cabernet Sauvignon 2016","Chile","Maipo Valley","Santa Rita",3.6,1461,13.15,"2016","Red"
"Margaux (Grand Cru Classé) 2005","France","Margaux","Château Lascombes",4.4,1464,127.95,"2005","Red"
"Prazo de Roriz Douro 2016","Portugal","Douro","Prats & Symington (P+S)",3.9,1467,9.5,"2016","Red"
"The Octavius Old Vine Shiraz 2013","Australia","Barossa Valley","Yalumba",4.2,147,117.2,"2013","Red"
"Killerman's Run Shiraz - Grenache 2010","Australia","Clare Valley","Kilikanoon",3.7,147,14.8,"2010","Red"
"Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro 2012","Italy","Brunello di Montalcino","Ciacci Piccolomini d'Aragona",4.5,147,116,"2012","Red"
"Amstramgram L'Epicurius 2018","France","Pays d'Oc","Calmel & Joseph",3.8,147,7.75,"2018","Red"
"Pessac-Léognan (Grand Cru Classé de Graves) 2016","France","Pessac-Léognan","Château Bouscaut",4,147,48.79,"2016","Red"
"Angelin Langhe Nebbiolo 2018","Italy","Langhe","Negro Angelo",3.7,147,12.9,"2018","Red"
"Cuvée Frangin Red 2014","United States","Columbia Valley","Betz Family Winery",4.1,147,42.09,"2014","Red"
"Saint-Julien (Grand Cru Classé) 2015","France","Saint-Julien","Château Ducru-Beaucaillou",4.6,147,192.56,"2015","Red"
"Pagodes de Cos 2015","France","Saint-Estèphe","Cos d'Estournel",4.1,147,56.54,"2015","Red"
"Saint-Émilion Grand Cru 2015","France","Saint-Émilion Grand Cru","Château Lalande de Gravet",3.9,147,30.65,"2015","Red"
"Cabernet Sauvignon 2016","Chile","Colchagua Valley","Ravanal",3.1,147,6.95,"2016","Red"
"Chai Mas Rouge 2017","France","Pays d'Oc","Paul Mas",3.6,147,7.19,"2017","Red"
"Da'Divas Pinot Noir 2010","Brazil","Encruzilhada do Sul","Lidio Carraro",3.2,147,14.5,"2010","Red"
"Montagne Saint-Émilion 2016","France","Montagne-Saint-Émilion","Vieux Château Palon",4,147,27.29,"2016","Red"
"Veneto Alzero Cabernet 2004","Italy","Veneto","Quintarelli Giuseppe",4.6,147,383.15,"2004","Red"
"La Chapelle de La Mission Haut-Brion Pessac-Léognan 2015","France","Pessac-Léognan","Château La Mission Haut-Brion",4.3,147,136.24,"2015","Red"
"Ribera del Duero Roble 2018","Spain","Ribera del Duero","Vega Real",3.6,147,12.7,"2018","Red"
"Gorú 2018","Spain","Jumilla","EGO",3.8,1470,6.9,"2018","Red"
"Pauillac (Grand Cru Classé) 2005","France","Pauillac","Château Pontet-Canet",4.5,1473,199.95,"2005","Red"
"Nero d'Avola 2018","Italy","Terre Siciliane","Cusumano",3.8,1475,8.5,"2018","Red"
"Côte-Rôtie Brune & Blonde de Guigal 2015","France","Côte-Rôtie","E. Guigal",4.2,1476,43.77,"2015","Red"
"The Blend 2015","Chile","Colchagua Valley","Primus",3.8,1479,13.95,"2015","Red"
"Saint-Julien (Grand Cru Classé) 2014","France","Saint-Julien","Château Léoville Las Cases",4.4,148,174.49,"2014","Red"
"Grézan Faugères Rouge 2016","France","Faugères","Famille Cros Pujol",3.6,148,9.95,"2016","Red"
"Inedito 2018","Italy","Toscana","Terre del Marchesato",3.8,148,13.5,"2018","Red"
"Finca La Emperatriz Reserva 2014","Spain","Rioja Alta","Finca La Emperatriz",3.9,148,16.9,"2014","Red"
"Old Vine Zinfandel 2018","Italy","Puglia","Red Fire",3.5,148,7.75,"2018","Red"
"Conde de Valdemar Gran Reserva 2011","Spain","Rioja","Bodegas Valdemar",3.9,148,19.98,"2011","Red"
"1 Uno Primitivo di Manduria Riserva 2016","Italy","Primitivo di Manduria","Masseria La Volpe",4.3,148,14.18,"2016","Red"
"Gemola 2013","Italy","Colli Euganei","Vignalta",4.1,148,31.19,"2013","Red"
"Pieve Santa Restituta Rennina Brunello di Montalcino 2013","Italy","Brunello di Montalcino","Gaja",4.5,148,129,"2013","Red"
"5 Finques (Fincas) Reserva 2016","Spain","Empordà","Castillo Perelada",4,148,13.85,"2016","Red"
"Pinot Noir 2015","New Zealand","Waipara","Main Divide",3.8,148,21.5,"2015","Red"
"Bolgheri Superiore 2015","Italy","Bolgheri Superiore","Campo alle Comete",4.3,148,43.77,"2015","Red"
"Saint-Estèphe 2005","France","Saint-Estèphe","Château Petit Bocq",4,148,39.95,"2005","Red"
"Dolcetto d'Alba 2018","Italy","Dolcetto d'Alba","Cordero di Montezemolo",3.9,148,14.54,"2018","Red"
"Les Terrasses Velles Vinyes Priorat 2016","Spain","Priorat","Álvaro Palacios",4.2,1482,28.71,"2016","Red"
"Brunello di Montalcino 2014","Italy","Brunello di Montalcino","Casanova di Neri",4.4,1483,44.52,"2014","Red"
"Crozes-Hermitage Les Meysonniers 2017","France","Crozes-Hermitage","M. Chapoutier",3.9,1486,22.22,"2017","Red"
"Valpolicella 2017","Italy","Valpolicella","Tommasi",3.5,1487,9.16,"2017","Red"
"Tenuta Nuova Brunello di Montalcino 2011","Italy","Brunello di Montalcino","Casanova di Neri",4.4,1488,75.18,"2011","Red"
"Single Vineyard Tempranillo 2016","Spain","La Mancha","Volver",4,1489,15.7,"2016","Red"
"Single Vineyard Release St. Andrews Cabernet Sauvignon 2016","Australia","Clare Valley","Taylors / Wakefield",4,149,21.82,"2016","Red"
"Crianza 2016","Spain","Rioja Alta","Tarón",3.6,149,8.99,"2016","Red"
"Saint-Émilion Grand Cru (Grand Cru Classé) 2007","France","Saint-Émilion Grand Cru","Château Destieux",3.9,149,53.92,"2007","Red"
"Vosne-Romanée 2014","France","Vosne-Romanée","Domaine Arnoux-Lachaux",4,149,91.77,"2014","Red"
"Gevrey-Chambertin Vieilles Vignes 2016","France","Gevrey-Chambertin","Frédéric Magnien",4.1,149,46.79,"2016","Red"
"Lalande-de-Pomerol 2016","France","Lalande-de-Pomerol","Château de Bel-Air",3.9,149,29.15,"2016","Red"
"Pinotage 2018","South Africa","Stellenbosch","Zonnebloem",3.7,149,8.29,"2018","Red"
"Brunello di Montalcino Riserva 2010","Italy","Brunello di Montalcino","Poggio di Sotto",4.7,149,270.63,"2010","Red"
"Pino Doncel Vintage 2014","Spain","Jumilla","Bleda",3.6,149,5.99,"2014","Red"
"Ses Nines Selecció 07/9 2016","Spain","Binissalem-Mallorca","Tianna Negre",4,149,19.99,"2016","Red"
"Valley Oaks Cabernet Sauvignon 2018","United States","California","Fetzer",3.7,149,8.53,"2018","Red"
"Pomerol 2005","France","Pomerol","Château Le Gay",4.5,149,189.95,"2005","Red"
"Sorì Tildìn (Barbaresco) Langhe 2013","Italy","Langhe","Gaja",4.5,149,450,"2013","Red"
"Toscana Rosso 2018","Italy","Toscana","Altesino",3.9,149,11,"2018","Red"
"Lagrein 2017","Italy","Südtirol - Alto Adige","Alois Lageder",3.6,149,13.4,"2017","Red"
"Lu Rappaio Primitivo di Manduria 2017","Italy","Primitivo di Manduria","Masca del Tacco",4.2,1490,11.95,"2017","Red"
"Riscal Tempranillo 2017","Spain","Castilla y León","Marqués de Riscal",3.4,1491,7.45,"2017","Red"
"Albe Barolo 2015","Italy","Barolo","G.D. Vajra",3.9,1494,50.67,"2015","Red"
"Châteauneuf-du-Pape 2009","France","Châteauneuf-du-Pape","Château de Beaucastel",4.4,1497,95.53,"2009","Red"
"Domaine de Valmoissine Pinot Noir 2016","France","Var","Louis Latour",3.8,1498,11.89,"2016","Red"
"Chianti Classico 2016","Italy","Chianti Classico","Casaloste",3.8,150,16.95,"2016","Red"
"Tenuta Sant'Alfonso Chianti Classico 2017","Italy","Chianti Classico","Rocca delle Macìe",3.8,150,13.55,"2017","Red"
"Anté Barbera d'Asti Superiore 2017","Italy","Barbera d'Asti","Tenimenti Ca'Bianca",3.8,150,6.95,"2017","Red"
"Via Edetana Tinto 2017","Spain","Terra Alta","Edetària",3.9,150,13.15,"2017","Red"
"Toscana Brunito 2018","Italy","Toscana","Cantina di Montalcino",3.7,150,8.9,"2018","Red"
"Le Lucére Brunello di Montalcino 2011","Italy","Brunello di Montalcino","San Filippo",4.2,150,48.45,"2011","Red"
"Paso a Paso Tempranillo 2018","Spain","Castilla","Volver",3.6,150,6.97,"2018","Red"
"Collectors Reserve The Promenade Pinotage 2017","South Africa","Cape Town","Durbanville Hills",4.2,150,19.99,"2017","Red"
"Brunello di Montalcino Vigneto Manachiara 2012","Italy","Brunello di Montalcino","Tenute Silvio Nardi",4.2,150,91.25,"2012","Red"
"J² Gau-Odernheimer Spätburgunder 2017","Germany","Rheinhessen","Becker Landgraf",4,150,12.19,"2017","Red"
"Corbières 2016","France","Corbières","Château d’Aussières",3.8,150,25.16,"2016","Red"
"Givry 1er Cru Clos du 'Cellier Aux Moines' 2014","France","Givry 1er Cru 'Cellier aux Moines'","Domaine Thénard",4.1,150,27.04,"2014","Red"
"R de Romaneira 2016","Portugal","Douro","Quinta da Romaneira",3.8,150,11.35,"2016","Red"
"Castel Firmian Lagrein Riserva 2016","Italy","Trentino","Mezzacorona",3.9,150,10.91,"2016","Red"
"Pomerol 2012","France","Pomerol","Château La Grave (Trigant de Boisset)",4.1,150,48.54,"2012","Red"
"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2009","France","Saint-Émilion Grand Cru","Château Belair-Monange",4.3,150,159,"2009","Red"
"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012","France","Saint-Émilion Grand Cru","Château Belair-Monange",4.4,150,115,"2012","Red"
"Riposato Rosso Veneto 2013","Italy","Veneto","Corte Giona",3.7,150,7.48,"2013","Red"
"Villa Donoratico Bolgheri 2016","Italy","Bolgheri","Tenuta Argentiera",4.1,1500,18.4,"2016","Red"
"Alexander (The Great) 2015","Spain","Ribera del Duero","Casa Rojo",4.1,1504,27.25,"2015","Red"
"Reserva Cabernet Sauvignon (Classic) 2018","Chile","Colchagua Valley","Montes",3.7,1506,6.34,"2018","Red"
"Sergio Zingarelli Chianti Classico Gran Selezione 2013","Italy","Chianti Classico","Rocca delle Macìe",4,151,58.39,"2013","Red"
"Pomerol 2012","France","Pomerol","Château Certan de May",4.3,151,95.53,"2012","Red"
"Series M 2016","South Africa","Paarl","Vilafonté",4.4,151,57.07,"2016","Red"
"Grans Muralles 2011","Spain","Conca de Barberà","Torres",4.4,151,79,"2011","Red"
"Sir 2013","Turkey","Thrace","Suvla",3.9,151,25,"2013","Red"
"Crianza 2015","Spain","Valencia","Finca Enguera",3.7,151,5.5,"2015","Red"
"Tinto 2013","Spain","Dominio de Valdepusa","Lesegut",3.6,151,9.4,"2013","Red"
"Brunello di Montalcino Riserva 2006","Italy","Brunello di Montalcino","Biondi-Santi",4.4,151,476.67,"2006","Red"
"Château du Rocher Saint-Émilion Grand Cru 2011","France","Saint-Émilion Grand Cru","Baron de Montfort",3.2,151,17.95,"2011","Red"
"Viña Arana Reserva 2012","Spain","Rioja","La Rioja Alta",4,151,18.99,"2012","Red"
"Chianti Pontormo 2018","Italy","Chianti","Castelli del Grevepesa",3.7,151,8.49,"2018","Red"
"Pinot Noir 2016","Israel","Galilee","Yarden",3.9,151,27.71,"2016","Red"
"Crozes-Hermitage Rouge 2017","France","Crozes-Hermitage","E. Guigal",3.8,151,17.81,"2017","Red"
"Coteaux Bourguignons 2016","France","Coteaux Bourguignons","Joseph Drouhin",3.6,151,11.31,"2016","Red"
"Merlot 2016","South Africa","Western Cape","Fleur du Cap",3.6,151,9.9,"2016","Red"
"Reserva 2014","Spain","Rioja","Altos Ibéricos",3.9,151,11.48,"2014","Red"
"Puro Grape Selection Malbec 2016","Argentina","Mendoza","Dieter Meier",4.2,151,32.9,"2016","Red"
"Reserva Rioja 2014","Spain","Rioja","Lan",3.8,151,12.45,"2014","Red"
"Margaux (Grand Cru Classé) 2008","France","Margaux","Château Giscours",4.1,1514,75,"2008","Red"
"Gorú 2017","Spain","Jumilla","EGO",3.9,1515,6.7,"2017","Red"
"La Segreta Il Rosso 2016","Italy","Sicilia","Planeta",3.5,1516,7.59,"2016","Red"
"Primitivo Salento Pilùna 2017","Italy","Salento","Castello Monaci",3.9,1517,6.9,"2017","Red"
"Châteauneuf-du-Pape 2016","France","Châteauneuf-du-Pape","Château de Beaucastel",4.4,1517,79,"2016","Red"
"Pinot Nero Fuchsleiten 2017","Italy","Südtirol - Alto Adige","Pfitscher",3.6,152,15.28,"2017","Red"
"Anticaia Salice Salentino Riserva 2016","Italy","Salice Salentino","San Donaci",4,152,6.9,"2016","Red"
"Roda Reserva Rioja 2016","Spain","Rioja","Bodegas Roda",3.9,152,25.9,"2016","Red"
"Talò Negroamaro 2018","Italy","Salento","San Marzano",3.8,152,9.89,"2018","Red"
"The Gimblett 2013","New Zealand","Gimblett Gravels","Trinity Hill",3.8,152,31.5,"2013","Red"
"Rocca Guicciarda Chianti Classico Riserva 2017","Italy","Chianti Classico","Ricasoli",3.8,152,16.9,"2017","Red"
"Pinot Noir 2018","New Zealand","Marlborough","Mount Riley",3.7,152,11.6,"2018","Red"
"Mavum Corvina - Cabernet Sauvignon 2015","Italy","Veneto","Maurizio B Martino MBM",3.6,152,7.19,"2015","Red"
"Fantini Collection Red Blend 2016","Italy","Ortona","Farnese",3.8,152,9.39,"2016","Red"
"Villa Romanu Tinto 2015","Portugal","Alentejano","Herdade do Perdigão",3.4,152,6.43,"2015","Red"
"Pannobile 2016","Austria","Burgenland","Heinrich",3.7,152,22.71,"2016","Red"
"Solaz Shiraz - Tempranillo 2018","Spain","Castilla","Osborne",3.6,152,5.81,"2018","Red"
"The Coppermine Road Cabernet Sauvignon 2013","Australia","McLaren Vale","d'Arenberg",3.8,152,47.98,"2013","Red"
"Ars In Vitro 2012","Spain","Navarra","Bodega Tandem",3.5,152,8.49,"2012","Red"
"Fronsac 2007","France","Fronsac","Château Moulin Haut-Laroque",3.8,152,19.45,"2007","Red"
"Legítimo 2016","Portugal","Douro","Conceito",3.7,152,12.9,"2016","Red"
"Altos R Pigeage 2010","Spain","Rioja","Altos de Rioja",4.2,152,33,"2010","Red"
"Pinotage 2016","South Africa","Stellenbosch","Laibach",4,152,15.26,"2016","Red"
"Spätburgunder 2015","Germany","Baden","Fritz Waßmer",3.7,152,6,"2015","Red"
"Lamùri Nero d'Avola Regaleali 2017","Italy","Terre Siciliane","Tasca d'Almerita",3.7,1520,10.45,"2017","Red"
"Cabernet Sauvignon 2018","United States","California","Dark Horse",3.7,1521,7.36,"2018","Red"
"Moulis-en-Médoc 2005","France","Moulis-en-Médoc","Château Chasse-Spleen",4.1,1528,48.95,"2005","Red"
"Grand Terroir Pic Saint Loup Syrah - Grenache - Mourvedre 2018","France","Pic-Saint-Loup","Gérard Bertrand",3.8,153,12.99,"2018","Red"
"Pomerol 2015","France","Pomerol","Château Lafleur-Gazin",4.2,153,45.5,"2015","Red"
"Châteauneuf-du-Pape Boisrenard 2016","France","Châteauneuf-du-Pape","Domaine de Beaurenard",4.4,153,59,"2016","Red"
"Ripa della Volta Amarone della Valpolicella 2015","Italy","Amarone della Valpolicella","Ottella",4.3,153,37.9,"2015","Red"
"Moulis-en-Médoc 2013","France","Moulis-en-Médoc","Château Dutruch Grand Poujeaux",3.7,153,17.35,"2013","Red"
"Nero d'Avola Sicilia 2018","Italy","Sicilia","Feudo Arancio",3.6,153,6.25,"2018","Red"
"Cameron Vale Cabernet Sauvignon 2016","Australia","Barossa","Grant Burge",3.6,153,17.45,"2016","Red"
"Pomerol 2014","France","Pomerol","Château Latour à Pomerol",4.1,153,103.42,"2014","Red"
"Valpolicella Ripasso Classico Superiore 2008","Italy","Valpolicella Ripasso","Le Ragose",3.9,153,9.56,"2008","Red"
"Sabbie di Sopra al Bosco 2013","Italy","Terre del Volturno","Nanni Copé",3.9,153,32.14,"2013","Red"
"Merlot - Corvina 2016","Italy","Veneto","Corte Giara",3.4,153,6.45,"2016","Red"
"Sodale Merlot 2016","Italy","Lazio","Falesco",3.8,153,19.39,"2016","Red"
"RS Spätburgunder 2014","Germany","Baden","Salwey",3.6,153,19.95,"2014","Red"
"Seaward Pinotage 2017","South Africa","Coastal Region","Spier",3.7,153,13.55,"2017","Red"
"Pinot Noir 2016","United States","Russian River Valley","MacMurray",3.9,1532,27.32,"2016","Red"
"Cos d'Estournel 2008","France","Saint-Estèphe","Cos d'Estournel",4.4,1534,165,"2008","Red"
"Rosso 2017","Italy","Terre Siciliane","Corvo",3.7,1536,6.58,"2017","Red"
"Cos d'Estournel 2007","France","Saint-Estèphe","Cos d'Estournel",4.3,1539,129,"2007","Red"
"Shymer Syrah - Merlot 2015","Italy","Terre Siciliane","Baglio di Pianetto",3.8,154,10.63,"2015","Red"
"Médoc 2015","France","Médoc","Château Clos du Moulin",3.7,154,13.8,"2015","Red"
"Cabernet Sauvignon 2015","Argentina","Tupungato","Altosur",3.5,154,8.49,"2015","Red"
"Castillo Ygay Gran Reserva Especial Tinto 2010","Spain","Rioja","Marqués de Murrieta",4.1,154,98.95,"2010","Red"
"Barbera d'Asti La Crena 2016","Italy","Barbera d'Asti","Vietti",4.2,154,36.9,"2016","Red"
"Barolo 2016","Italy","Barolo","Prunotto",4.2,154,39.95,"2016","Red"
"Cabernet Sauvignon 2016","United States","Monterey","Craftwork",3.9,154,14.99,"2016","Red"
"Morandina Valpolicella 2017","Italy","Valpolicella","Prà",3.6,154,14.9,"2017","Red"
"Goulée by Cos d’Estournel 2005","France","Médoc","Cos d'Estournel",3.7,154,39.95,"2005","Red"
